sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:auto_concept_id_equivalence,ADD_INFO:sourceName_fi,ADD_INFO:validationMessages,ADD_INFO:autoUpdatingInfo
8246A,"Fracture of ankle, Trimalleolar, closed",396,441155,0.85,APPROVED,EQUIVALENT,Javier,1642756805650,441155,Closed trimalleolar fracture,Condition,MAPS_TO,,<auto>,1642600575059,,2000407355,5-char ICD9fi,Condition,1970-01-01,2099-12-31,824,,unique_parent_match,"FRACTURA TRIMALLEOLARIS, NON COMPLICATA",,
0038X,"Other Salmonella infections, Other specified Salmonella infections",0,133685,0.62,APPROVED,EQUIVALENT,Javier,1642756805650,133685,Salmonella infection,Condition,MAPS_TO,,<auto>,1642600576197,,2000400137,5-char ICD9fi,Condition,1970-01-01,2099-12-31,003,,unique_parent_match,SALMONELLOSIS ALIA,,
8712A,"Open wound of eyeball, Rupture of eye with partial loss of intraocular tissue",0,376560,0.8,APPROVED,EQUIVALENT,Javier,1642756805650,376560,Rupture of eye with partial loss of intraocular tissue,Condition,MAPS_TO,,<auto>,1642600576533,,2000407745,5-char ICD9fi,Condition,1970-01-01,2099-12-31,871,,unique_parent_match,RUPTURA OCULI,,
3358X,"Anterior horn cell disease, Other anterior horn cell diseases",0,381275,0.78,APPROVED,EQUIVALENT,Javier,1642756805650,381275,Anterior horn cell disease,Condition,MAPS_TO,,<auto>,1642600576959,,2000403053,5-char ICD9fi,Condition,1970-01-01,2099-12-31,335,,unique_parent_match,ALII MORBI CELLULARUM CORNUS ANTERIORIS,,
8247A,"Fracture of ankle, Trimalleolar, open",23,434501,0.85,APPROVED,EQUIVALENT,Javier,1642756805650,434501,Open trimalleolar fracture,Condition,MAPS_TO,,<auto>,1642600576969,,2000407356,5-char ICD9fi,Condition,1970-01-01,2099-12-31,824,,unique_parent_match,"FRACTURA TRIMALLEOLARIS, COMPLICATA",,
8713A,"Open wound of eyeball, Avulsion of eye",0,381445,0.73,APPROVED,EQUIVALENT,Javier,1642756805650,381445,Avulsion of eye,Condition,MAPS_TO,,<auto>,1642600578168,,2000407746,5-char ICD9fi,Condition,1970-01-01,2099-12-31,871,,unique_parent_match,ENUCLEATIO OCULI TRAUMATICA,,2025-06-30 | conceptName changed from Open wound of eyeball to Avulsion of eye
0039X,"Other Salmonella infections, Salmonella infection, unspecified",17,133685,0.57,APPROVED,EQUIVALENT,Javier,1642756805650,133685,Salmonella infection,Condition,MAPS_TO,,<auto>,1642600578400,,2000400138,5-char ICD9fi,Condition,1970-01-01,2099-12-31,003,,unique_parent_match,SALMONELLOSIS NUD,,
2501C,"Diabetes mellitus, Diabetes with ketoacidosis[DIABETES MELLITUS CUM KETOACIDOSI,MODY]",0,201820,0.61,APPROVED,NARROWER,Javier,1642756738661,201820,Diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600578494,,2000402300,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"DIABETES MELLITUS CUM KETOACIDOSI,MODY",,2025-06-30 | conceptName changed from Diabetic ketoacidosis to Diabetes mellitus
8248X,"Fracture of ankle, Unspecified, closed",24,75095,0.57,APPROVED,EQUIVALENT,Javier,1642756805650,75095,Closed fracture of ankle,Condition,MAPS_TO,,<auto>,1642600579045,,2000407357,5-char ICD9fi,Condition,1970-01-01,2099-12-31,824,,unique_parent_match,"FRACTURA MALLEOLARIS NUD, NON COMPLICATA",,
004,Shigellosis,0,201780,1,APPROVED,EQUAL,Javier,1642756146926,201780,Shigellosis,Condition,MAPS_TO,,<auto>,1642600579075,,2000400139,3-char ICD9fi,Condition,1970-01-01,2099-12-31,001-009,,full_match,SHIGELLOSIS,,
3359X,"Anterior horn cell disease, unspecified",0,381275,0.71,APPROVED,EQUIVALENT,Javier,1642756805650,381275,Anterior horn cell disease,Condition,MAPS_TO,,<auto>,1642600579310,,2000403054,5-char ICD9fi,Condition,1970-01-01,2099-12-31,335,,unique_parent_match,MORBUS CELLULARUM CORNUS ANTRIOR NUD,,
6558B,"Known or suspected foetal abnormality affecting management of mother, Other known or suspected foetal abnormality, not elsewhere classified[MUU SIKIÖVAURIO, ÄIDIN TUTK/HOITO,SYNNYTYKSEN AIK]",14,36712695,0.39,APPROVED,NARROWER,Javier,1642756738661,36712695,Suspected fetal abnormality affecting management of mother,Condition,MAPS_TO,,<auto>,1642600580368,,2000405189,5-char ICD9fi,Condition,1970-01-01,2099-12-31,655,,parent_match,"MUU SIKIÖVAURIO, ÄIDIN TUTK/HOITO,SYNNYTYKSEN AIK",,
0040A,"Shigellosis, Shigella dysenteriae",0,4282310,0.77,APPROVED,EQUIVALENT,Javier,1642756805650,4282310,Infection caused by Group A Shigella,Condition,MAPS_TO,,<auto>,1642600580724,,2000400140,5-char ICD9fi,Condition,1970-01-01,2099-12-31,004,,unique_parent_match,SHIGELLOSIS TYPUS A (DYSENTERIAE),,2025-03-27 | conceptName changed from Infection due to Group A Shigella to Infection caused by Group A Shigella
8249X,"Fracture of ankle, Unspecified, open",0,78888,0.58,APPROVED,EQUIVALENT,Javier,1642756805650,78888,Open fracture of ankle,Condition,MAPS_TO,,<auto>,1642600580815,,2000407358,5-char ICD9fi,Condition,1970-01-01,2099-12-31,824,,unique_parent_match,"FRACTURA MALLEOLARIS NUD, COMPLICATA",,2025-06-30 | conceptName changed from Fracture of ankle to Open fracture of ankle
8714X,"Open wound of eyeball, Unspecified laceration of eye",0,372479,0.69,APPROVED,EQUIVALENT,Javier,1642756805650,372479,Laceration of eye,Condition,MAPS_TO,,<auto>,1642600581090,,2000407747,5-char ICD9fi,Condition,1970-01-01,2099-12-31,871,,unique_parent_match,LACERATIO OCULI NUD,,2025-06-30 | conceptName changed from Open wound of eyeball to Laceration of eye
336,Other diseases of spinal cord,0,135526,0.66,APPROVED,EQUAL,Javier,1642756146926,135526,Spinal cord disease,Condition,MAPS_TO,,<auto>,1642600581495,,2000403055,3-char ICD9fi,Condition,1970-01-01,2099-12-31,330-337,,full_match,ALII MORBI SPINALES,,
0041A,"Shigellosis, Shigella flexneri",0,4145763,0.8,APPROVED,EQUIVALENT,Javier,1642756805650,4145763,Infection caused by Group B Shigella,Condition,MAPS_TO,,<auto>,1642600582148,,2000400141,5-char ICD9fi,Condition,1970-01-01,2099-12-31,004,,unique_parent_match,SHIGELLOSIS TYPUS B (FLEXNERI),,2025-03-27 | conceptName changed from Infection due to Group B Shigella to Infection caused by Group B Shigella
2501X,"Diabetes mellitus, Diabetes with ketoacidosis[DIABETES MELLITUS CUM KETOACIDOSI,NUD]",8,201820,0.61,APPROVED,NARROWER,Javier,1642756738661,201820,Diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600582320,,2000402301,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"DIABETES MELLITUS CUM KETOACIDOSI,NUD",,2025-06-30 | conceptName changed from Diabetic ketoacidosis to Diabetes mellitus
0042A,"Shigellosis, Shigella boydii",0,4185509,0.79,APPROVED,EQUIVALENT,Javier,1642756805650,4185509,Infection caused by Group C Shigella,Condition,MAPS_TO,,<auto>,1642600583287,,2000400142,5-char ICD9fi,Condition,1970-01-01,2099-12-31,004,,unique_parent_match,SHIGELLOSIS TYPUS C (BOYDII),,2025-03-27 | conceptName changed from Infection due to Group C Shigella to Infection caused by Group C Shigella
825,Fracture of one or more tarsal and metatarsal bones,0,4151083,1,UNCHECKED,UNREVIEWED,Automatic update,1751280951000,37165642,Fracture of multiple metatarsal bones,Condition,MAPS_TO,,<auto>,1727395200000,Javier,2000407359,3-char ICD9fi,Condition,1970-01-01,2099-12-31,820-829,,full_match,FRACTURA OSSIS TARSALIS ET METATARSALIS,,"2025-06-30 | conceptId changed from 4151083 to 37165642 based on relationship :Concept poss_eq to, needs reviewing | conceptName changed from Metatarsal bone fracture to Fracture of multiple metatarsal bones | 2025-03-27 |  | conceptName changed from Metatarsal bone fracture to Fracture of multiple metatarsal bones"
8715A,"Open wound of eyeball, Penetration of eyeball with magnetic foreign body",12,443910,0.83,APPROVED,EQUIVALENT,Javier,1642756805650,443910,Penetration of eyeball with magnetic foreign body,Condition,MAPS_TO,,<auto>,1642600584332,,2000407748,5-char ICD9fi,Condition,1970-01-01,2099-12-31,871,,unique_parent_match,VULNUS OCULI PENETRANS CUM CORPORE ALIENO MAGNETICO,,
3360A,"Other diseases of spinal cord, Syringomyelia and syringobulbia",9,377539,0.74,APPROVED,EQUIVALENT,Javier,1642756805650,377539,Syringomyelia and syringobulbia,Condition,MAPS_TO,,<auto>,1642600584699,,2000403056,5-char ICD9fi,Condition,1970-01-01,2099-12-31,336,,unique_parent_match,SYRINGOMYELIA ET SYRINGOBULBIA,,
0043A,"Shigellosis, Shigella sonnei",0,4321384,0.72,APPROVED,EQUIVALENT,Javier,1642756805650,4321384,Infection caused by Group D Shigella,Condition,MAPS_TO,,<auto>,1642600584732,,2000400143,5-char ICD9fi,Condition,1970-01-01,2099-12-31,004,,unique_parent_match,SHIGELLOSIS TYPUS D (SONNEI),,2025-03-27 | conceptName changed from Infection due to Group D Shigella to Infection caused by Group D Shigella
6559A,"Known or suspected foetal abnormality affecting management of mother, Unspecified[SIKIÖVAURIO NUD,ÄIDIN TUTK /HOITO,RASKAUDEN AIKANA]",7,36712695,0.42,APPROVED,NARROWER,Javier,1642756738661,36712695,Suspected fetal abnormality affecting management of mother,Condition,MAPS_TO,,<auto>,1642600585341,,2000405190,5-char ICD9fi,Condition,1970-01-01,2099-12-31,655,,parent_match,"SIKIÖVAURIO NUD,ÄIDIN TUTK /HOITO,RASKAUDEN AIKANA",,
8250A,"Fracture of one or more tarsal and metatarsal bones, Fracture of calcaneus, closed",78,80232,0.76,APPROVED,EQUIVALENT,Javier,1642756805650,80232,Closed fracture of calcaneus,Condition,MAPS_TO,,<auto>,1642600586173,,2000407360,5-char ICD9fi,Condition,1970-01-01,2099-12-31,825,,unique_parent_match,"FRACTURA CALCANEI, NON COMPLICATA",,2025-06-30 | conceptName changed from Closed fracture of one or more tarsal and metatarsal bones to Closed fracture of calcaneus
2502A,"Diabetes mellitus, Diabetes with hyperosmolarity[COMA DIABETICUM TYYPPI II]",0,4226238,0.53,APPROVED,NARROWER,Javier,1642756738661,4226238,Hyperosmolar coma due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600586447,,2000402302,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,COMA DIABETICUM TYYPPI II,,2025-06-30 | conceptName changed from Hyperosmolar coma due to type 1 diabetes mellitus to Hyperosmolar coma due to diabetes mellitus
0048X,"Shigellosis, Other specified shigella infections",0,201780,0.44,APPROVED,EQUIVALENT,Javier,1642756805650,201780,Shigellosis,Condition,MAPS_TO,,<auto>,1642600587058,,2000400144,5-char ICD9fi,Condition,1970-01-01,2099-12-31,004,,unique_parent_match,SHIGELLOSIS ALIA,,"2025-06-30 | conceptName changed from Sarcoma, NOS, of other specified parts of pancreas to Shigellosis"
8716A,"Open wound of eyeball, Penetration of eyeball with (nonmagnetic) foreign body",0,442337,0.71,APPROVED,EQUIVALENT,Javier,1642756805650,442337,Penetration of eyeball with nonmagnetic foreign body,Condition,MAPS_TO,,<auto>,1642600587171,,2000407749,5-char ICD9fi,Condition,1970-01-01,2099-12-31,871,,unique_parent_match,VULNUS OCULI PENETRANS+CORPORE ALIENO NONMAGNETICO,,
3361A,"Other diseases of spinal cord, Vascular myelopathies",0,136960,0.65,APPROVED,EQUIVALENT,Javier,1642756805650,136960,Vascular myelopathy,Condition,MAPS_TO,,<auto>,1642600587293,,2000403057,5-char ICD9fi,Condition,1970-01-01,2099-12-31,336,,unique_parent_match,MYELOPATHIA VASCULARIS,,
0049X,"Shigellosis, unspecified",0,201780,0.55,APPROVED,EQUIVALENT,Javier,1642756805650,201780,Shigellosis,Condition,MAPS_TO,,<auto>,1642600588320,,2000400145,5-char ICD9fi,Condition,1970-01-01,2099-12-31,004,,unique_parent_match,SHIGELLOSIS NUD,,
2502B,"Diabetes mellitus, Diabetes with hyperosmolarity[COMA DIABETICUM ,TYYPPI I]",25,4226238,0.48,APPROVED,NARROWER,Javier,1642756738661,4226238,Hyperosmolar coma due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600588838,,2000402303,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"COMA DIABETICUM ,TYYPPI I",,2025-06-30 | conceptName changed from Hyperosmolar coma due to type 1 diabetes mellitus to Hyperosmolar coma due to diabetes mellitus
8251A,"Fracture of one or more tarsal and metatarsal bones, Fracture of calcaneus, open",16,79174,0.75,INVALID_TARGET,UNREVIEWED,,0,79174,Open fracture of calcaneus,Condition,MAPS_TO,,<auto>,1727395200000,Javier,2000407361,5-char ICD9fi,Condition,1970-01-01,2099-12-31,825,,unique_parent_match,"FRACTURA CALCANEI, COMPLICATA",,2025-06-30 | conceptName changed from Metatarsal bone fracture to Open fracture of calcaneus | 2025-03-27 |  | conceptName changed from Metatarsal bone fracture to Fracture of multiple metatarsal bones
3368X,"Other diseases of spinal cord, Other myelopathy",0,135526,0.48,APPROVED,EQUIVALENT,Javier,1642756805650,135526,Spinal cord disease,Condition,MAPS_TO,,<auto>,1642600589665,,2000403058,5-char ICD9fi,Condition,1970-01-01,2099-12-31,336,,unique_parent_match,MYELOPATHIA ALIA DEFINITA,,2025-06-30 | conceptName changed from Myelopathy due to edema of spinal cord to Spinal cord disease
6559B,"Known or suspected foetal abnormality affecting management of mother, Unspecified[SIKIÖVAURIO NUD,ÄIDIN TUTK /HOITO,SYNNYTYKSEN AIK]",0,36712695,0.41,APPROVED,NARROWER,Javier,1642756738661,36712695,Suspected fetal abnormality affecting management of mother,Condition,MAPS_TO,,<auto>,1642600589908,,2000405191,5-char ICD9fi,Condition,1970-01-01,2099-12-31,655,,parent_match,"SIKIÖVAURIO NUD,ÄIDIN TUTK /HOITO,SYNNYTYKSEN AIK",,
005,Other food poisoning (bacterial),0,441500,0.77,APPROVED,EQUAL,Javier,1642756146926,441500,Bacterial food poisoning,Condition,MAPS_TO,,<auto>,1642600589991,,2000400146,3-char ICD9fi,Condition,1970-01-01,2099-12-31,001-009,,full_match,INTOXICATIO ALIMENTARIA,,
2502C,"Diabetes mellitus, Diabetes with hyperosmolarity[COMA DIABETICUM ,MODY]",0,4226238,0.53,APPROVED,NARROWER,Javier,1642756738661,4226238,Hyperosmolar coma due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600591109,,2000402304,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"COMA DIABETICUM ,MODY",,2025-06-30 | conceptName changed from Hyperosmolar coma due to type 1 diabetes mellitus to Hyperosmolar coma due to diabetes mellitus
8438A,"Sprains and strains of hip and thigh, Other specified sites of hip and thigh[DISTORSIO,DISTENSIO SEU RUPTURA MUSCULI FEMORIS]",34,441701,0.24,APPROVED,NARROWER,Javier,1642756738661,441701,Sprain of hip,Condition,MAPS_TO,,<auto>,1642600591365,,2000407482,5-char ICD9fi,Condition,1970-01-01,2099-12-31,843,,parent_match,"DISTORSIO,DISTENSIO SEU RUPTURA MUSCULI FEMORIS",,"2025-06-30 | conceptName changed from Insulinoma, NOS, of other specified parts of pancreas to Sprain of hip"
3369X,"Other diseases of spinal cord, Unspecified disease of spinal cord",40,135526,0.48,APPROVED,EQUIVALENT,Javier,1642756805650,135526,Spinal cord disease,Condition,MAPS_TO,,<auto>,1642600592442,,2000403059,5-char ICD9fi,Condition,1970-01-01,2099-12-31,336,,unique_parent_match,MYELOPATHIA NUD,,2025-06-30 | conceptName changed from Bowen disease of skin of other and unspecified parts of face to Spinal cord disease
0050A,"Other food poisoning (bacterial), Staphylococcal food poisoning",0,197776,0.69,APPROVED,EQUIVALENT,Javier,1642756805650,197776,Food poisoning caused by staphylococcus,Condition,MAPS_TO,,<auto>,1642600592482,,2000400147,5-char ICD9fi,Condition,1970-01-01,2099-12-31,005,,unique_parent_match,INTOXICATIO ALIMENTARIA STAPHYLOCOCCICA,,2025-03-27 | conceptName changed from Food poisoning due to staphylococcus to Food poisoning caused by staphylococcus
8252A,"Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, closed[FRACTURA TALI, NON COMPLICATA]",35,75382,0.59,APPROVED,NARROWER,Javier,1642756738661,75382,Closed fractures of tarsal AND metatarsal bones,Condition,MAPS_TO,,<auto>,1642600592719,,2000407362,5-char ICD9fi,Condition,1970-01-01,2099-12-31,825,,parent_match,"FRACTURA TALI, NON COMPLICATA",,2025-06-30 | conceptName changed from Closed fracture of one or more tarsal and metatarsal bones to Closed fractures of tarsal AND metatarsal bones
656,Other foetal and placental problems affecting management of mother,0,201083,0.72,APPROVED,EQUAL,Javier,1642756146926,201083,Fetal AND/OR placental disorder affecting management of mother,Condition,MAPS_TO,,<auto>,1642600593238,,2000405192,3-char ICD9fi,Condition,1970-01-01,2099-12-31,650-659,,full_match,"MUUT SIKIÖN/IST HÄIR, ÄIDIN TUTK TAI HOITO",,2025-06-30 | conceptName changed from Fetal acidemia affecting management of mother to Fetal AND/OR placental disorder affecting management of mother
2502X,"Diabetes mellitus, Diabetes with hyperosmolarity[COMA DIABETICUM ,NUD]",0,4226238,0.53,APPROVED,NARROWER,Javier,1642756738661,4226238,Hyperosmolar coma due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600593502,,2000402305,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"COMA DIABETICUM ,NUD",,2025-06-30 | conceptName changed from Hyperosmolar coma due to type 1 diabetes mellitus to Hyperosmolar coma due to diabetes mellitus
0051A,"Other food poisoning (bacterial), Botulism",0,443444,0.58,APPROVED,EQUIVALENT,Javier,1642756805650,443444,Foodborne botulism,Condition,MAPS_TO,,<auto>,1642600594225,,2000400148,5-char ICD9fi,Condition,1970-01-01,2099-12-31,005,,unique_parent_match,BOTULISMUS,,2025-06-30 | conceptName changed from Bacterial food poisoning to Foodborne botulism
337,Disorders of the autonomic nervous system,0,434633,0.93,APPROVED,EQUAL,Javier,1642756146926,434633,Disorder of autonomic nervous system,Condition,MAPS_TO,,<auto>,1642600594957,,2000403060,3-char ICD9fi,Condition,1970-01-01,2099-12-31,330-337,,full_match,MORBI SYSTEMATIS NERVORUM PERIPHERICI AUTONOMICI,,
8438X,"Sprains and strains of hip and thigh, Other specified sites of hip and thigh[DISTOR/DISTEN/RUPT.COXAE ET FEMORIS PROXIMALIS ALIA]",0,441701,0.23,APPROVED,NARROWER,Javier,1642756738661,441701,Sprain of hip,Condition,MAPS_TO,,<auto>,1642600595587,,2000407483,5-char ICD9fi,Condition,1970-01-01,2099-12-31,843,,parent_match,DISTOR/DISTEN/RUPT.COXAE ET FEMORIS PROXIMALIS ALIA,,2025-06-30 | conceptName changed from Malignant histiocytosis of other specified parts of female genital organs to Sprain of hip
2503A,"Diabetes mellitus, Diabetes with other coma[SOKERITAUDIN AIHEUTTAMA MUNUAISSAIRAUS,TYYPPI II]",58,443735,0.29,APPROVED,NARROWER,Javier,1642756738661,443735,Coma due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600596007,,2000402306,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"SOKERITAUDIN AIHEUTTAMA MUNUAISSAIRAUS,TYYPPI II",,2025-06-30 | conceptName changed from Hyperosmolar coma due to type 1 diabetes mellitus to Coma due to diabetes mellitus
8252B,"Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, closed[FRACTURA NAVICULARIS TARSALIS, NON COMPLICATA]",6,75382,0.58,APPROVED,NARROWER,Javier,1642756738661,75382,Closed fractures of tarsal AND metatarsal bones,Condition,MAPS_TO,,<auto>,1642600596891,,2000407363,5-char ICD9fi,Condition,1970-01-01,2099-12-31,825,,parent_match,"FRACTURA NAVICULARIS TARSALIS, NON COMPLICATA",,2025-06-30 | conceptName changed from Closed fracture of one or more tarsal and metatarsal bones to Closed fractures of tarsal AND metatarsal bones
0052A,"Other food poisoning (bacterial), Food poisoning due to Clostridium perfringens [C. welchii]",0,196324,0.6,APPROVED,EQUIVALENT,Javier,1642756805650,196324,Food poisoning caused by Clostridium perfringens,Condition,MAPS_TO,,<auto>,1642600597277,,2000400149,5-char ICD9fi,Condition,1970-01-01,2099-12-31,005,,unique_parent_match,CLOSTRIDIUM PERFRINGENS RUOKAMYRKYTYS,,2025-03-27 | conceptName changed from Food poisoning due to Clostridium perfringens to Food poisoning caused by Clostridium perfringens
6560A,"Other foetal and placental problems affecting management of mother, Foetal-maternal haemorrhage[TRANSFUSIO FOETO-MATERNALIS, RASKAUDEN AIKANA]",0,201366,0.47,APPROVED,NARROWER,Javier,1642756738661,201366,Fetal-maternal hemorrhage,Condition,MAPS_TO,,<auto>,1642600597593,,2000405193,5-char ICD9fi,Condition,1970-01-01,2099-12-31,656,,parent_match,"TRANSFUSIO FOETO-MATERNALIS, RASKAUDEN AIKANA",,2025-06-30 | conceptName changed from Fetal-maternal hemorrhage with antenatal problem to Fetal-maternal hemorrhage
8439X,"Sprains and strains of hip and thigh, Unspecified site of hip and thigh",0,441701,0.57,APPROVED,EQUIVALENT,Javier,1642756805650,441701,Sprain of hip,Condition,MAPS_TO,,<auto>,1642600598069,,2000407484,5-char ICD9fi,Condition,1970-01-01,2099-12-31,843,,unique_parent_match,DISTOR/DISTEN/RUPT.COXAE ET FEMORIS PROXIMALIS NUD,,
3370A,"Disorders of the autonomic nervous system, Idiopathic peripheral autonomic neuropathy",0,194913,0.71,APPROVED,EQUIVALENT,Javier,1642756805650,194913,Idiopathic peripheral autonomic neuropathy,Condition,MAPS_TO,,<auto>,1642600598499,,2000403061,5-char ICD9fi,Condition,1970-01-01,2099-12-31,337,,unique_parent_match,NEUROPATHIA AUTONOMICA PERIPHERICA IDIOPATHICA,,2025-06-30 | conceptName changed from Disorder of peripheral autonomic nervous system to Idiopathic peripheral autonomic neuropathy
2503B,"Diabetes mellitus, Diabetes with other coma[SOKERITAUDIN AIHEUTTAMA MUNUAISSAIRAUS,TYYPPI I]",361,443735,0.29,APPROVED,NARROWER,Javier,1642756738661,443735,Coma due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600598942,,2000402307,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"SOKERITAUDIN AIHEUTTAMA MUNUAISSAIRAUS,TYYPPI I",,2025-06-30 | conceptName changed from Hyperosmolar coma due to type 1 diabetes mellitus to Coma due to diabetes mellitus
844,Sprains and strains of knee and leg,0,44784105,0.66,APPROVED,EQUAL,Javier,1642756146926,44784105,Injury of free lower limb,Condition,MAPS_TO,,<auto>,1642600599486,,2000407485,3-char ICD9fi,Condition,1970-01-01,2099-12-31,840-848,,full_match,"DISTORSIO,DISTENSIO SEU RUPTURA GENUS ET CRURIS",,2025-06-30 | conceptName changed from Sprain of knee to Injury of free lower limb
0053A,"Other food poisoning (bacterial), Food poisoning due to other Clostridia",0,437773,0.63,APPROVED,EQUIVALENT,Javier,1642756805650,437773,Food poisoning caused by Clostridia,Condition,MAPS_TO,,<auto>,1642600599679,,2000400150,5-char ICD9fi,Condition,1970-01-01,2099-12-31,005,,unique_parent_match,INTOXICATIO ALIMENTARIA E CLOSTRIDIUM ALIUM,,2025-03-27 | conceptName changed from Food poisoning due to Clostridia to Food poisoning caused by Clostridia
8252C,"Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, closed[FRACTURA CUBOIDIS TARSI, NON COMPLICATA]",6,75382,0.54,APPROVED,NARROWER,Javier,1642756738661,75382,Closed fractures of tarsal AND metatarsal bones,Condition,MAPS_TO,,<auto>,1642600600978,,2000407364,5-char ICD9fi,Condition,1970-01-01,2099-12-31,825,,parent_match,"FRACTURA CUBOIDIS TARSI, NON COMPLICATA",,2025-06-30 | conceptName changed from Closed fracture of one or more tarsal and metatarsal bones to Closed fractures of tarsal AND metatarsal bones
2503C,"Diabetes mellitus, Diabetes with other coma[SOKERITAUDIN AIHEUTTAMA MUNUAISSAIRAUS,MODY]",0,443735,0.32,APPROVED,NARROWER,Javier,1642756738661,443735,Coma due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600601586,,2000402308,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"SOKERITAUDIN AIHEUTTAMA MUNUAISSAIRAUS,MODY",,2025-06-30 | conceptName changed from Pseudotabes due to diabetes mellitus to Coma due to diabetes mellitus
6560B,"Other foetal and placental problems affecting management of mother, Foetal-maternal haemorrhage[TRANSFUSIO FOETO-MATERNALIS, SYNNYTYKSEN AIKANA]",7,201366,0.44,APPROVED,NARROWER,Javier,1642756738661,201366,Fetal-maternal hemorrhage,Condition,MAPS_TO,,<auto>,1642600602209,,2000405194,5-char ICD9fi,Condition,1970-01-01,2099-12-31,656,,parent_match,"TRANSFUSIO FOETO-MATERNALIS, SYNNYTYKSEN AIKANA",,2025-06-30 | conceptName changed from Fetal-maternal hemorrhage with antenatal problem to Fetal-maternal hemorrhage
0054A,"Other food poisoning (bacterial), Food poisoning due to Vibrio parahaemolyticus",0,438670,0.8,APPROVED,EQUIVALENT,Javier,1642756805650,438670,Food poisoning caused by Vibrio parahaemolyticus,Condition,MAPS_TO,,<auto>,1642600602463,,2000400151,5-char ICD9fi,Condition,1970-01-01,2099-12-31,005,,unique_parent_match,VIBRIO PARAHAEMOLYTICUS RUOKAMYRKYTYS,,
3371A,"Disorders of the autonomic nervous system, Peripheral autonomic neuropathy in disorders classified elsewhere",0,194913,0.61,APPROVED,EQUIVALENT,Javier,1642756805650,194913,Idiopathic peripheral autonomic neuropathy,Condition,MAPS_TO,,<auto>,1642600603175,,2000403062,5-char ICD9fi,Condition,1970-01-01,2099-12-31,337,,unique_parent_match,NEUROPATHIA AUTONOMICA PERPHERICA SECUNDARIA,,2025-06-30 | conceptName changed from Disorder of peripheral autonomic nervous system to Idiopathic peripheral autonomic neuropathy
8440A,"Sprains and strains of knee and leg, Lateral collateral ligament of knee",52,73338,0.69,APPROVED,EQUIVALENT,Javier,1642756805650,73338,Sprain of lateral collateral ligament of knee,Condition,MAPS_TO,,<auto>,1642600603787,,2000407486,5-char ICD9fi,Condition,1970-01-01,2099-12-31,844,,unique_parent_match,DISTORSIO/DISTEN/RUPT.LIGAM.COLLATE.LATERALIS GENUS,,
2503X,"Diabetes mellitus, Diabetes with other coma[SOKERITAUDIN AIHEUTTAMA MUNUAISSAIRAUS,NUD]",0,443735,0.32,APPROVED,NARROWER,Javier,1642756738661,443735,Coma due to diabetes mellitus,Condition,MAPS_TO,,<auto>,1642600604193,,2000402309,5-char ICD9fi,Condition,1970-01-01,2099-12-31,250,,parent_match,"SOKERITAUDIN AIHEUTTAMA MUNUAISSAIRAUS,NUD",,2025-06-30 | conceptName changed from Pseudotabes due to diabetes mellitus to Coma due to diabetes mellitus
0058X,"Other food poisoning (bacterial), Other bacterial food poisoning",7,441500,0.65,APPROVED,EQUIVALENT,Javier,1642756805650,441500,Bacterial food poisoning,Condition,MAPS_TO,,<auto>,1642600604356,,2000400152,5-char ICD9fi,Condition,1970-01-01,2099-12-31,005,,unique_parent_match,INTOXICATIO ALIMENTARIA ALIA DEFINITA,,
