OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT	value_source	n_records	n_subjects
-1	bu-gran	%	Source	13	13
-1	bu-lymf	%	Source	13	13
-1	bu-muutsol	%	Source	17	17
-1	bu-solut	e6/l	Source	90	82
-1	fs-sappihapot	umol/l	Source	198	142
-1	1.savuk	u	Source	83	83
-1	askivuosia	u/24h	Source	177	177
3013826	p-glukpik	mmol/l	Source	200	134
3018171	p-hcg	iu/l	Source	859	385
-1	s-mpn-abm	s/co	Source	9	8
3010726	hevonen		Extracted	84	82
3023351	d.pteronys		Extracted	118	111
-1	s-rpena1e	u/ml	Source	183	179
40761847	s-rcora8e	u/ml	Source	353	346
40767663	s-rbere1e	u/ml	Source	431	399
42528717	s-ranao3e	u/ml	Source	501	451
21494262	s-rjugr3e	u/ml	Source	288	282
-1	s-gliadie	u/ml	Source	522	493
-1	s-derp10e	u/ml	Source	9	9
-1	s-rarah6e	u/ml	Source	379	343
-1	munaseos	u/ml	Source	6	6
3014599	munanvalku	u/ml	Source	13	12
-1	kananliha	u/ml	Source	8	8
-1	reumafaktori	iu/ml	Source	59	56
-1	na	eiu	Source	14	13
-1	l-neutrofiilit(konediffi)	%	Source	26	21
-1	l-lymfosyytit(konediffi)	%	Source	26	21
-1	l-monosyytit(konediffi)	%	Source	26	21
3022217	p-tromboplastiiniaika,inr		Source	264	72
-1	marevan-hoidonseur.tatesti,hoitoyksikkötekeesormenpäänäyte		Extracted	168	13
-1	s-ifx	mg/l	Source	1240	391
-1	seeruminph	1	Source	358	274
-1	igg-summa	g/l	Source	105	98
-1	verensokeri,tk:ntekemä		Source	146	137
3001308	kolestrolivldl	mmol/l	Source	80	72
-1	kol-hdl/kol	mmol/l	Source	129	102
3000620	s-komplementtic3	g/l	Source	163	138
3017766	s-komplementtic4	g/l	Source	98	74
3021614	s-rf	u/ml	Source	272	258
-1	p-lipoproteiini,apob/apoa1-suhde		Source	33	33
-1	p-lipoproteiini,apoa1	g/l	Source	56	33
-1	p-lipoproteiini,apob	g/l	Source	59	33
43054903	s-b12-vitamiini,transkobalamiiniii:eensitoutunut,seerumista	pmol/l	Source	75	64
3023323	s-follikkeliastimuloivahormoni(ko)	u/l	Source	27	25
3005791	s-eosinofiilistengranulos.kationinenproteiini	ug/l	Source	12	9
3001122	s-ferritiini(ko)	ug/l	Source	97	74
3027300	s-koivunsiitepöly,igevasta-aineet	u/ml	Source	293	288
-1	s-lepänsiitepöly,igevasta-aineet	u/ml	Source	15	15
-1	pt-syke	times/min	Source	159	146
-1	vp-gluk-2h		Extracted	366	293
-1	tromboplastiiniaika,pikatesti	inr	Source	78	75
-1	kreatiini,hoitoyksikönvieritesti,veri		Source	100	86
-1	hemoglobiini,tk:ntekemä		Source	131	118
-1	troponiinimääritys,tk:ntekemä		Source	31	24
3020460	p-crp-hy		Source	1242	819
3034770	s-mitoab		Extracted	78	69
-1	suolistoisoentsyymi	u/l	Source	53	52
3035062	maksa-1-isoentsyymi	u/l	Source	92	90
-1	luustoisoentsyymi	u/l	Source	85	83
3036185	maksa-2-isoentsyymi	u/l	Source	79	77
3023602	p-ko-hdl	mmol/l	Source	298	275
-1	li-borrabg	wme	Source	165	157
-1	11615	ug/l	Source	1549	69
-1	b-siklosporiinia,massaspektrometrinen	âug/l	Source	33	17
-1	u-hyaliinilieriöt	e6/l	Source	432	264
3004410	hba1c-pika		Source	1434	210
3001501	gluk-pika		Extracted	1080	267
-1	b-gluk-pt		Extracted	81	78
-1	desmetyyliklotsapiini	nmol/l	Source	1222	100
-1	glukoosi,pikatesti,veri		Source	185	91
-1	cp-glukoosi,ihopistosn,vieritestihoitoyksikössä	mmol/l	Source	1309	206
-1	cb-hemoglobiini-a1c,ihopistosn,vierithoitoy:ssä	mmol/mol	Source	13	11
-1	s-prostataspesifinenantigeeni,vapaa/kokonais-su	%	Source	471	395
-1	fp-kol	mmol	Source	7	7
-1	s-testo	form	Source	21	17
-1	pt-no-ex		Source	14	11
3021347	s-kalsium,ionisoitunut,seerumista	mmol/l	Source	71	62
3007220	p-kreatiinikinaasi,plasmasta	u/l	Source	34	26
-1	b-cd34-fc	e6/l	Source	143	53
-1	glukoosinpikamittaus	1	Source	351	171
3016502	ab-hbo2sat		Extracted	215	179
3019977	ap-ph		Extracted	39	32
3014218	ap-shco3		Extracted	38	32
3015235	cp-shco3		Extracted	74	45
3021337	tnlpika	ug/l	Source	62	51
3009343	cp-ph		Extracted	53	36
3003329	sy-lymf		Extracted	117	106
3034891	sy-muutsol		Extracted	124	112
3044941	sy-solut		Extracted	408	354
3006257	s-achr-ab		Extracted	163	158
-1	plasmantromboplastiiniaika	%	Source	46	29
-1	plasmangt(k)	u/l	Source	73	51
-1	s-iga/pre		Extracted	18	17
-1	s-fenytv	umol/l	Source	244	108
3026782	u-osmolaliteetti,estimoitu	mosm/kgh2o	Source	98	79
3004789	fs-transf		Extracted	255	219
3021614	fs-rf	kiu/l	Source	98	90
3009445	s-pr3ab		Extracted	917	164
3009445	s-pr3ab	iu/ml	Source	2324	406
-1	du-uraat	umol	Source	64	54
-1	s-c-anca-vasta-aineet,immunofluoresenssi	titre	Source	15	8
-1	14273	e9/l	Source	681	511
36304997	tb2	iu/ml	Source	130	112
-1	pt-gfr		Source	19	15
-1	cp-glukoosi,ihopistosn,vieritestihoitoyksikössä		Extracted	3716	277
-1	pt-pulssi	times/min	Source	114	104
3022217	cb-tt-inr		Extracted	119	34
-1	fs-pth		Extracted	450	261
3040151	cp-gluk		Extracted	2184	180
-1	tyreotropiini,plasmasta,erimenetelmällä	mu/l	Source	76	61
-1	hemoglobiini,hiilimonoksidi,	%	Source	329	127
-1	glukoosi(verikaasulaite),val	mmol/l	Source	311	112
-1	kalium(verikaasulaite),plasm	mmol/l	Source	334	130
-1	laktaatti(verikaasulaite),va	mmol/l	Source	311	112
-1	natrium(verikaasulaite),plas	mmol/l	Source	334	130
-1	bikarbonaatti(aktuaali),valt	mmol/l	Source	586	252
3003396	emäsylimäärä,valtimoveri	mmol/l	Source	1078	535
-1	hemoglobiini(totaali),valtim	g/l	Source	586	252
3013603	p-psagen		Extracted	935	271
3007080	s-ebvnabg	u/ml	Source	254	230
3007220	s-ck		Extracted	30	30
-1	s-ck-mb		Extracted	36	28
3016913	s-ck-mm		Extracted	37	30
3008994	s-ck-bb		Extracted	15	15
3033658	p-tt-spa		Extracted	94	91
-1	oma-k		Source	64	59
-1	oma-na		Source	64	59
3009214	p-lh		Extracted	926	779
-1	p-na	mmol/	Source	14	12
3020717	b-zn	umol/l	Source	460	383
-1	b-hb-o		Source	225	158
-1	s-he4proteiini	pmol/l	Source	308	270
-1	kardiolipiini,igmvasta-aineet,plasma	u/ml	Source	12	11
3011951	s-aspvere	u/ml	Source	106	106
-1	s-yerp1ab	titre	Source	146	144
-1	u-happamuusaste(kval)		Extracted	81	61
-1	s-ruokryh	u/ml	Source	101	99
-1	s-rapig1e	u/ml	Source	28	28
3017166	s-chipipe	u/ml	Source	66	65
-1	s-halop	nmol/l	Source	30	13
-1	fp-parathormoni(intakti)	ng/l	Source	167	93
3016417	pa-amyl	u/l	Source	181	85
3033942	du-cu	umol/24h	Source	127	101
-1	s-ruok5ry	u/ml	Source	127	126
3006315	b-basabs	e9/l	Source	108	88
3017732	b-neutab	e9/l	Source	108	88
-1	pt-audio/s		Extracted	66	66
-1	u-mukon	umol/l	Source	18	17
-1	kromograniinia,plasmasta,paastotilassa	nmol/l	Source	76	34
3001186	s-cu		Extracted	130	109
-1	hba1cpikatesti		Source	312	234
-1	s-viseabm	au/ml	Source	128	107
3013603	p-prostataspesifinenantigeeni		Source	9	9
3051014	u-leukosyytit	u/field	Source	14	13
-1	p-psa,sädehoidettupotilas		Extracted	893	206
-1	fibrosis-4indeksi		Source	392	326
-1	hcgvb/dkmo		Source	70	50
3000963	b-hb-poc		Source	105	68
-1	s-koriongonadotropiini-b-alayksikkö,vapaa,1.trimesterinseula	ug/l	Source	67	64
-1	epiteelisolut	e6/l	Source	14	10
3026782	osmolaliteetti,estimoitu	mosm/kgh2o	Source	7	6
-1	happamuus		Source	50	45
-1	ca-inona,aktuaalinenpitoisuus	mmol/l	Source	50	45
-1	kalsium,ionisoitunut,ph7.4korjattu	mmol/l/p	Source	48	43
-1	7908	mmol/l	Source	40	40
-1	s-varizella-zostervirus,igg-vasta-aineet	u/l	Source	85	84
-1	fs-lipidit	g/l	Source	160	123
-1	pf-leukmuu	%	Source	383	316
3022914	s-ca19-9		Extracted	335	279
-1	s-keto,tk		Extracted	126	107
3008486	s-t4-vd	pmol/l	Source	46	38
-1	b-cd4-positiivisett-lymfosyytit	e6/l	Source	665	349
-1	b-cd8-positiivisett-lymfosyytit	e6/l	Source	665	349
-1	-cd4-solujensuhdecd8-soluihin		Extracted	665	349
-1	b-b-lymfosyytit	e6/l	Source	665	349
-1	b-cd3-positiivisett-lymfosyytit	e6/l	Source	665	349
-1	t-auttajasolujenosuus(määritettynäcd3+cd4+soluina)	%	Source	665	349
-1	t-estäjäsolujenosuus(määritettynäcd3+cd8+soluina)	%	Source	665	349
-1	nk-solujenosuus(määritettynäcd3-/cd16+/cd56+-soluina)	%	Source	665	349
3002385	erytrosyytit,kokojakauma	%	Source	235	173
3010813	leukpika		Extracted	127	90
3020460	crppika		Extracted	470	202
3010813	leukpika		Source	106	73
3024731	e-mcvp	fl	Source	1282	194
3009542	b-hkrp	%	Source	1281	200
3003338	e-mchcp	g/l	Source	1281	194
-1	e-mchp	pg	Source	1279	194
3023103	p-kp	mmol/l	Source	346	110
-1	b-tromp	e9/l	Source	1290	194
3019550	p-nap	mmol/l	Source	342	109
3020564	p-kreap	umol/l	Source	344	109
3022621	u-kemseula,u-ph		Source	326	112
3006315	b-kdiffi,b-baso	e9/l	Source	465	59
3013115	b-kdiffi,b-eos	e9/l	Source	466	59
3019198	b-kdiffi,b-lymf	e9/l	Source	466	59
3001604	b-kdiffi,b-monos	e9/l	Source	466	59
3017732	b-kdiffi,b-neut	e9/l	Source	468	59
3019069	b-kdiffi,baso	%	Source	469	60
3006504	b-kdiffi,eos	%	Source	469	60
3002030	b-kdiffi,lymf	%	Source	473	60
3019069	b-kdiffi,mono	%	Source	472	60
3018010	b-kdiffi,neut	%	Source	467	59
-1	b-erytrosyytit,poc-tutkimus	e12/l	Source	447	132
-1	e-erytrosyytit,keskitilavuus,poc-tutkimus	fl	Source	448	132
-1	b-erytrosyytit,tilavuusosuuspoc-tutkimus	%	Source	448	132
-1	b-hemoglobiini,poc-tutkimus	g/l	Source	448	132
-1	e-hemoglobiini,keskimassakonsentraatiopoc-tutkimus	g/l	Source	448	132
-1	e-hemoglobiini,keskimassa,poc-tutkimus	pg	Source	448	132
-1	b-leukosyytit,poc-tutkimus	e9/l	Source	448	132
-1	b-trombosyytit,poc-tutkimus	e9/l	Source	448	132
3048522	0mgluk-r1	mmol/l	Source	93	84
-1	l-blastit,mikroskopointi	%	Source	236	94
-1	beta-ketoaine	g/l	Source	8	8
-1	p-alkaalinenfosfataasi	u/l	Source	218	147
-1	pt-glomerulussuodosnopeus,estimoituckd-epikaava	ml/min/173m2	Source	17	14
-1	p-glukoosirasitus,0-näyte	mmol/l	Source	99	85
3016431	fs-ca-7.40	mmol/l	Source	987	387
-1	p-interleukiini-2:nreseptori,liukoinen	u/ml	Source	41	31
-1	s-mycoplasmapneumoniae,iggvasta-aineet	eiu	Source	292	251
3021347	fs-kalsium-ioni.aktuaali	mmol/l	Source	216	182
-1	keruloplasmiini,seerumi	mg/l	Source	10	10
3009035	fs-b12-vit	pmol/l	Source	159	143
-1	s-borrelia,vasta-aineetiggvarmistustutkimus	au/ml	Source	201	161
3008230	s-borrelia,vasta-aineetigmvarmistustutkimus	au/ml	Source	411	341
-1	s-borrelia,vasta-aineetigmvarmistustutkimus		Extracted	47	46
-1	s-borrelia,vasta-aineetiggvarmistustutkimus		Extracted	20	20
-1	b-trom	%	Source	131	50
-1	s-desialotransferriini,-osuus	%	Source	87	74
3042299	s-infliks	mg/l	Source	933	350
-1	s-hsv1abg	au	Source	65	62
36032269	s-testosteroni,vapaalaskettu	pmol/l	Source	26	23
-1	kokonaisprolaktiini	mu/l	Source	11	11
-1	u-suhti	ratio	Source	569	88
-1	p-alkalinenfosfataasi,paikallisanalytiikka,kuivakemia	u/l	Source	332	289
-1	p-alaniiniaminotransferaasi,paikallisanalytiikka,kuivakemia	u/l	Source	508	422
-1	p-amylaasi,paikallisanalytiikka,kuivakemia	u/l	Source	250	222
3006923	p-alaniiniaminotransferaasi		Extracted	550	309
3017732	b-neutrofiilit,erillistutkimuksena		Extracted	76	30
3016431	fs-ca-ion/ph7.40		Extracted	122	78
3047166	u-levyepi	u/field	Source	1272	519
3006576	b-hco3	mmol/l	Source	3017	650
3019309	fe-folaatt	nmol/l	Source	173	154
3020460	p-crppika		Extracted	25	24
-1	virtsansolujenhl7-siirtoon		Extracted	311	246
-1	fp-zn	umol/l	Source	173	150
-1	pt-fibrosis-4indeksi		Extracted	86	76
40759040	s-c-peptidi1haterianjälkeen	nmol/l	Source	274	245
-1	näköseula		Extracted	151	138
-1	värinäköte		Extracted	49	48
-1	näköseula		Source	48	45
3018251	fp-gluk-p	mmol/l	Source	391	273
3015024	p-gluk-1t	mmol/l	Source	167	104
3016701	p-gluk-2t	mmol/l	Source	462	316
40763571	-trfe-sa	%	Source	262	147
-1	kreatiniini,hoitoyksikönvieritesti,veri	mmol/l	Source	163	120
-1	natrium,hoitoyksikönvieritesti,veri	mmol/l	Source	163	118
-1	kalium,hoitoyksikönvieritesti,veri	mmol/l	Source	166	120
-1	hemoglobiini,vieritutkimus	g/l	Source	176	122
-1	p-t3v	pmol/l	Source	30	27
37021073	s-hcvnhty		Extracted	9	9
-1	la-hb	g/l	Source	34	19
-1	la-hkr	%	Source	34	19
-1	so-t-cd3	%	Source	149	121
-1	so-t-cd4	%	Source	149	121
-1	so-t-cd8	%	Source	149	121
3016502	ab-o2sat		Extracted	130	104
-1	10503	mmol/l	Source	176	149
-1	pt-gluk-r6:fp-gluk0-näyte	mmol/l	Source	195	145
-1	pt-gluk-r6:p-gluk1hnäyte	mmol/l	Source	194	145
3012413	pt-gluk-r6:p-gluk2hnäyte	mmol/l	Source	194	145
3051714	b-fidd		Source	108	98
-1	-kvriski		Source	148	141
-1	-dmriski		Source	87	84
-1	s-borrabg	ru/ml	Source	524	429
-1	trijodityroniini,vapaa,plasmasta	pmol/l	Source	51	42
3022914	ca19-9antigeeni	u/ml	Source	273	176
-1	herkkäcrp	mg/l	Source	7	6
40771025	s-d-25-32		Extracted	75	73
3001784	s-psa-v/t		Source	33	20
-1	s-ovalbue	u/ml	Source	85	71
-1	s-latekse	u/ml	Source	222	219
3026029	s-vpenige	u/ml	Source	77	76
-1	s-munaryh	u/ml	Source	23	22
3016031	s-mantele	u/ml	Source	270	258
3035457	s-cefacle	u/ml	Source	64	63
-1	s-tonnike	u/ml	Source	67	63
-1	s-taatele	u/ml	Source	6	6
-1	di-leuk	e6/l	Source	524	59
-1	di-eryt	e6/l	Source	54	11
-1	di-eos	%	Source	130	18
3026250	b-tacroms		Source	134	41
-1	prostataspesifinenantigeeni,vapaa/kokonais-suhde,osatutk.4637eikiinnit.	%	Source	156	92
-1	epiteelisolut,virtsasta,partikkelinlaskijalla,osatutk.	e6/l	Source	203	124
-1	lieriöt,virtsasta,partikkelinlaskijalla,osatutk.	e6/l	Source	203	124
-1	osmolaliteetti,virtsasta,partikkelinlaskijalla,osatutk.	mosm/kgh2o	Source	203	124
-1	erytrosyytit,virtsasta,partikkelinlaskijalla,osatutk.	e6/l	Source	202	123
-1	tromboplastiiniaika,inr-tulostus,vieritutkimus	inr	Source	19	15
-1	solut,bronkoalveolaarineste	e6/l	Source	136	131
-1	b-gluk/pi		Extracted	28	27
3016038	u-k		Extracted	351	328
-1	p-kopept		Extracted	126	119
3014791	p-lipob		Extracted	24	23
3008295	s-osmol		Source	138	127
3029790	s-ck-mb	u/l	Source	223	209
3007220	s-ck-tot	u/l	Source	87	84
3016913	s-ck-mm	u/l	Source	171	162
-1	s-ck-mm	%	Source	113	104
3006044	s-ck-mb	%	Source	100	92
-1	p-c-reaktiininenproteiini,vieritutkimus	mg/l	Source	258	176
-1	p-troponiinit,vieritutkimus,plasmasta		Source	30	20
3029187	p-vprobnp	ng/l	Source	109	46
-1	6812	mg/l	Source	53	53
-1	ns-neut		Source	55	55
-1	b-ohbutyr	mmol/l	Source	147	113
3020460	c-reaktiivinenproteiini-pika(crp-pika)		Extracted	16	16
-1	u-muuta	u/field	Source	120	89
3013005	fs-a-vit		Extracted	289	241
-1	pt-lämpöt	%	Source	11	11
3046870	s-ttgabg		Extracted	139	135
-1	u-hyallie	e6/l	Source	146	99
3019800	b-tnt-pt	ng/l	Source	110	75
3035062	maksa-1-ls	u/l	Source	22	18
3036185	maksa-2-ls	u/l	Source	22	18
-1	luusto-ls	u/l	Source	24	20
-1	suolis-ls	u/l	Source	16	12
-1	retikulosyytit(lask.)	e9/l	Source	184	131
3015024	1hgluk	mmol/l	Source	386	265
3026493	p-urat	umol/l	Source	177	95
-1	s-c-pept-r	nmol/l	Source	27	27
3037551	s-ca12-5		Extracted	370	280
3017461	s-flekain		Extracted	75	56
3020460	b-crppika	mg/l	Source	17	15
-1	-hcgbsuh	%	Source	345	86
-1	b-lymfosyytitsuhde	%	Source	401	347
3017732	b-neutrofiilit	%	Source	866	552
-1	b-monosyytitsuhde	%	Source	402	348
-1	pikafidd		Extracted	74	65
3006706	li-igm	mg/l	Source	11	7
-1	tyroksiini,vapaa,vertailumen	pmol/l	Source	41	40
-1	c-reaktiivinenproteiini(kval)	mg/l	Source	17	15
-1	pika-dimee	mg/l	Source	73	69
-1	pt-gluk-r1:fp-gluk0-näyte	mmol/l	Source	174	164
-1	pt-gluk-r1:p-gluk2hnäyte	mmol/l	Source	174	164
-1	kol.kvot		Source	119	98
-1	s-viseabm		Extracted	277	197
-1	li-borrabm	wme	Source	87	83
-1	-pregnlo	nmol/l	Source	38	31
-1	s-vedoli	mg/l	Source	14	10
-1	14025	mg/l	Source	106	49
3005895	s-myogl		Extracted	31	30
-1	forfatidyylietanoli,verestä	umol/l	Source	13	9
3025271	b-nk	e9/l	Source	1719	752
-1	ly-tcd4/8.		Source	1149	596
3007449	ly-tt-cd8	%	Source	1219	630
3000060	b-b-cd19	e9/l	Source	1826	778
3011412	b-t-cd3	e9/l	Source	1754	760
3001405	b-t-cd8	e9/l	Source	1802	772
-1	s-legiabg	u/ml	Source	10	10
21494567	s-legiabm		Source	15	15
3018010	l-neut-kd	%	Source	111	56
3002030	l-lymf-kd	%	Source	111	56
3019069	l-mono-kd	%	Source	111	56
3006504	l-eos-kd	%	Source	111	56
3019069	l-baso-kd	%	Source	111	56
3022948	fp-rauta(osat.)	umol/l	Source	288	228
-1	s-sumrisp	nmol/l	Source	146	108
-1	s-9-hrisp	nmol/l	Source	313	207
-1	p-b2gpabg	sgu	Source	38	30
-1	oma-pco2(hiilidioksidiosapaine)epoc		Source	105	82
-1	oma-po2(happiosapaine)epoc		Source	104	81
-1	oma-na+(natrium)epoc		Source	106	83
-1	oma-k+(kalium)epoc		Source	105	82
-1	oma-ca++(kalsiumioni)epoc		Source	105	82
-1	oma-glu(glukoosi)epoc		Source	105	82
-1	oma-lac(laktaatti)epoc		Source	104	81
-1	oma-cl-(kloridi)epoc		Source	104	81
-1	oma-hct(hematokriitti)epoc		Source	102	80
-1	oma-chgb(hemoglobiini)epoc		Source	102	80
-1	oma-chco3-(karbonaatti)epoc		Source	93	75
3017315	u-amyl		Extracted	97	91
-1	b-crp,pikatesti,veri	mg/l	Source	66	59
-1	siklosporiinia,massaspektrometrinen,verestä	ug/l	Source	418	57
-1	gluk-ro-n	mmol/l	Source	11	10
-1	gluk-r2-h	mmol/l	Source	19	18
3005013	prostataspesifinenantigeeni,vapaa(psa-v)	ug/l	Source	83	54
3015377	p-ca-albk(laskennallinentutkimus)	mmol/l	Source	161	138
46236952	pt-glomerulustensuodatusnopeus,estimoitu,mdrd-kaava		Extracted	246	234
-1	fp-kollageenii:nbeta-karboksiterminaalinentelopeptidi	ug/l	Source	299	248
3003985	p-ohbut	mmol/l	Source	56	38
3027923	p-c-peptidi	nmol/l	Source	171	126
-1	ps-strvi	form	Source	34	32
-1	s-ebvavi	%	Source	221	199
-1	u-ubg-de		Source	8	8
-1	u-bil-de		Source	7	7
3019800	b-tnt	ng/l	Source	87	54
-1	glutamyylitransferaasi-desialotransferriini-indeksi		Source	268	212
3020779	p-preurea	mmol/l	Source	2928	178
3020779	p-posturea		Extracted	144	67
-1	kt/v		Source	1789	189
-1	oma-astma		Extracted	22	20
43055246	pt-ttr+inr	%	Source	1974	196
3018010	neutrofiilit-osuus(diffi)	%	Source	197	146
3002030	lymfosyytit-osuus(diffi)	%	Source	197	146
3019069	monosyytit-osuus(diffi)	%	Source	197	146
3006504	eosinofiilit-osuus(diffi)	%	Source	197	146
3019069	basofiilit-osuus(diffi)	%	Source	197	146
3027273	vbhco3pika	mmol/l	Source	26	24
-1	p-laktaattipikahoitoyksiköt		Extracted	222	162
3002385	b-erytrosyytit,tilavuusosuus,pikahoitoyksiköt		Extracted	196	146
3019550	p-natriumpika,hoitoyksiköt	mmol/l	Source	325	219
3023103	p-kaliumpikahoitoyksiköt		Extracted	230	165
3020564	p-kreatiniinipikahoitoyksiköt	umol/l	Source	321	220
-1	happikyllästeisyys(hemoglobiini),kapillaariveri	%	Source	187	107
3008832	s-dmklots		Extracted	1915	420
3009508	kreatiniini(u-maniposat.)	mmol/l	Source	394	150
-1	fosfatidyylietanoli,veri	umol/l	Source	334	184
-1	s-kolhdl2		Extracted	8	8
-1	s-kolhdl3	mmol/l	Source	9	9
-1	s-triglyseridit(paketti)	mmol/l	Source	25	22
-1	s-kolesteroli(paketti)	mmol/l	Source	25	22
3023602	s-kolesteroli,highdensitylipoproteiinit(paketti)	mmol/l	Source	25	22
3001308	s-kolesteroli,lowdensitylipoproteiinit(paketti)	mmol/l	Source	25	22
3019897	e-rdw,kokojakauma	%	Source	141	90
42528783	s-apim10e	u/ml	Source	84	81
-1	s-rapim2e	u/ml	Source	11	11
-1	s-rapim3e	u/ml	Source	13	13
-1	s-rapim5e	u/ml	Source	15	15
3029937	u-albumiini(kval)		Extracted	29	27
3035350	u-asetoniaineet(kval)		Extracted	31	29
3009261	u-glukoosi(kval)		Extracted	32	30
-1	u-hemoglobiini(kval)		Extracted	35	33
3021601	u-nitriitti(kval)		Extracted	28	27
-1	u-leukosyytit,laus		Extracted	26	24
3022250	laktaattidehydrogenaasi	u/l	Source	112	101
-1	p-plasmanneurofilamentti,kevytketju		Extracted	88	86
-1	p-tau-proteiini,217-fosforyloitu	ng/l	Source	74	74
-1	p-meoh	mmol/l	Source	316	242
-1	p-etgly	mmol/l	Source	298	227
-1	p-progly	mmol/l	Source	285	220
-1	u-suhteellinentiheysstix		Source	937	701
-1	s-anca,perinukleaarinenvärjäytymiskuvio	titre	Source	8	8
3023150	s-mpoab	iu/ml	Source	267	69
-1	s-vesirokkovirus,iggvasta-aineet	miu/ml	Source	55	54
36660577	p-afxaedo	ng/ml	Source	20	12
-1	glomerulussuodosnopeus,estimoitu,ckd-epi-kaava,osatutk.	ml/min/173m2	Source	3086	719
-1	emäsylimäärä,venaverestä,osatutk.	mmol/l	Source	31	21
-1	aktuaalibikarbonaatti,venaverestä,osatutk.	mmol/l	Source	62	30
-1	hemoglobiini,venaverestä,osatutk	g/l	Source	62	30
-1	kalsium,ionisoitunut,ph7.4-korjattu,venaverestä,osatutk	mmol/l	Source	62	30
-1	kalium,verikaasuosatutk.	mmol/l	Source	179	88
-1	natrium,verikaasuosatutk.	mmol/l	Source	180	88
-1	kalsium,ionisoitunut,venaverestä,osatutk	mmol/l	Source	62	30
-1	happamuusaste,venaverestä,osatutk		Source	54	29
-1	tuma,vasta-aineet,seerumista	titre	Source	33	26
3007220	fp-ck	u/l	Source	70	46
3001784	-psa-v/t	%	Source	217	105
-1	p-troptkone	ng/l	Source	9	6
-1	b-natriureettinenpeptidi,b-tyypinn-terminaalinenpropeptidi(kval)	ng/l	Source	14	14
-1	s-borrab,c6-indeksi		Source	19	19
-1	b-mpadphs	u	Source	97	82
3011951	s-asfuabe		Extracted	60	60
3017986	s-asveabe		Extracted	60	60
-1	s-ackiabe		Extracted	60	60
-1	s-clclabe		Extracted	60	60
-1	s-fumoabe		Extracted	60	60
-1	s-pespabe		Extracted	60	60
-1	s-statabe		Extracted	60	60
-1	s-trviabe		Extracted	60	60
-1	li-biop		Source	36	29
-1	m-komp-1	mg/l	Source	199	53
-1	m-komp-2	mg/l	Source	15	7
-1	m-komp-2	g/l	Source	23	12
-1	m-komponentti-2,seerumi,elektroforeesifraktio(g/l)	g/l	Source	7	7
-1	-globuliinit,virtsa,elektroforeesifraktio(mg/l)	mg/l	Source	53	34
-1	-albumiini,virtsa,elektroforeesifraktio(mg/l)	mg/l	Source	53	34
0	u-ominaispaino		Source	433	331
3009871	s-morbabg	titre	Source	300	299
-1	pd-neut	%	Source	157	24
-1	pd-ly	%	Source	151	24
3038413	pd-eos	%	Source	126	23
-1	pd-leukmuu	%	Source	149	24
21493866	pd-eryt	e6/l	Source	368	58
-1	di-krea	umol/l	Source	443	61
-1	di-urea	mmol/l	Source	443	62
3021347	fp-ca-ion.		Extracted	66	45
3037534	fp-parathormoni,intakti	ng/l	Source	443	347
-1	e-mcv	e12/l	Source	61	42
-1	-immunoglobuliini,alaluokkag1	g/l	Source	74	46
-1	-immunoglobuliini,alaluokkag2	g/l	Source	74	46
-1	s-immunoglobuliini,alaluokkag3	g/l	Source	74	46
-1	s-immunoglobuliinig4	g/l	Source	74	46
-1	s-immunoglobuliini-g,summa	g/l	Source	74	46
-1	rauta(fp-fe)	umol/l	Source	34	31
3004410	hemoglobiini-a1c,glykoitunut(6128b-hba1c)	mmol/mol	Source	754	522
-1	oma,pvk+t	e9/l	Source	8	7
-1	s-ruok5er		Extracted	116	113
3002030	b-lymf-m	%	Source	131	63
-1	s-chtraba	u/ml	Source	43	43
3018251	fp-glukr0	mmol/l	Source	173	153
36304617	s-golim		Extracted	113	84
-1	s-dgpaba	au	Source	235	229
-1	na	ug/l	Source	244	240
-1	s-pölyry	u/ml	Source	42	41
3029536	p-hcvnh	iu/ml	Source	198	143
-1	sg	form	Source	9	9
-1	ph	form	Source	10	10
-1	b-leudiff	e9/l	Source	20	18
3020460	b-crp-pik	mg/l	Source	353	211
-1	luc		Extracted	32	11
-1	b-luc		Extracted	32	11
-1	luc	%	Source	17	6
-1	b-luc	e9/l	Source	17	6
3045462	u-prokre	g/mol	Source	969	222
3015024	p-gluk-1h		Source	155	86
3016701	p-gluk-2h		Extracted	54	47
3018251	fp-gluk-0h		Extracted	54	47
-1	s-fit/pgf		Extracted	59	50
-1	virtsansuhteellinentiheys	kg/l	Source	88	70
3023351	s-pölyt	u/ml	Source	183	183
-1	s-prlpit	mu/l	Source	21	20
-1	af-solut	e6/l	Source	37	36
-1	u-sakka,epit		Extracted	359	228
-1	u-sakka,makrof		Extracted	350	225
-1	u-sakka,lier		Extracted	346	223
-1	fb-b1-vitamiini	ug/l	Source	35	31
-1	s-heinäerittely(gx1),igevasta-aineet	u/ml	Source	7	7
-1	s-eläinerittely(ex1),igevasta-aineet	u/ml	Source	9	9
-1	s-homesienierittely(mx1),igevasta-aineet	u/ml	Source	10	10
3007798	li-igg/alb		Extracted	546	525
3051714	fibriinind-dimeerit,pikatesti,veri(23283b-fidd-pt)	mg/l	Source	59	52
3014576	s-cl	mmol/l	Source	194	122
-1	metanefriini	nmol/l	Source	148	140
