OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT	TEST_OUTCOME	n_TEST_OUTCOME	n_subjects
3023383	pf-laktaat	mmol/l	H	33	32
-1	pf-laktaatti	mmol/l	A	63	53
-1	pf-laktaatti	mmol/l	N	59	52
3023383	pf-laktaatti,päivystystutkimus	mmol/l	N	11	7
3023383	pf-laktaatti,päivystystutkimus	mmol/l	A	24	21
3023383	pf-laktaatti,päivystystutkimus	mmol/l	H	15	14
3023383	pf-laktteh	mmol/l	A	18	15
40763082	pf-ld	u/l	N	880	718
40763082	pf-ld	u/l	A	21	18
40763082	pf-ld		N	20	19
3023199	pf-leuk	e6/l	A	899	734
3023199	pf-leuk		N	1672	1161
3023199	pf-leuk	e6/l	L	18	15
3023199	pf-leuk	e6/l	N	202	165
3023199	pf-leuk	e6/l	HH	10	10
3023199	pf-leuk	e9/l	H	11	11
3023199	pf-leuk	e6/l	H	70	64
3023199	pf-leuk		A	13	12
-1	pf-leukosyytit,liuskatumaiset	%	H	20	16
-1	pf-leukosyytit,liuskatumaiset	%	A	26	22
-1	pf-leukosyytit,liuskatumaiset		A	6	6
-1	pf-leukosyytit,yksitumaiset	%	L	20	16
-1	pf-leukosyytit,yksitumaiset	%	A	26	22
-1	pf-leukosyytit,yksitumaiset		A	6	6
3026051	pf-liuskat	%	A	28	25
40758047	pf-lzm	mg/l	N	30	30
-1	pf-mononukleaarisetvalkosolut	%	N	54	47
3000919	pf-neut	%	A	30	24
3035880	pf-ph		N	349	316
3035880	pf-ph		A	171	143
3035880	pf-ph		L	46	42
3035880	pf-ph		LL	6	6
-1	pf-pleuranesteenirtosolututkimus		A	17	16
-1	pf-polymorfonukleaarisetvalkosolut	%	N	54	47
3003434	pf-prot	g/l	A	1873	1385
3003434	pf-prot	g/l	N	1440	1046
3003434	pf-prot		N	307	266
3003434	pf-prot	g/l	H	99	85
3003434	pf-prot		A	15	13
-1	pf-proteiini	g/l	A	11	9
3042552	pf-rf	iu/ml	A	18	14
-1	pf-sameus		A	105	79
-1	pf-sameus,pleuranesteestä		A	7	6
3045788	pf-solut		N	1737	1218
40768806	pf-syto		N	918	677
40768806	pf-syto		AA	820	641
40768806	pf-syto		A	33	29
3042010	pf-trigly	mmol/l	A	14	10
3042010	pf-trigly	mmol/l	N	6	6
-1	pf-un�k�-o		N	1673	1162
-1	pglukoosi,0-näyte	mmol/l	N	7	7
-1	pglukoosi,0-näyte	mmol/l	A	10	8
3019225	ph	ph	A	1315	648
3019225	ph		N	2325	1695
3019225	ph	ph	N	339	226
3010421	ph(akt)	ph	N	701	546
-1	ph,ca-ionosatutkimus	1	N	31	25
-1	ph,ca-ionosatutkimus		N	22	20
-1	ph,seerumista		N	200	155
3018418	ph,seerumista,osatutk		A	249	141
3025443	phadiatop		A	360	347
3025443	phadiatop	u/ml	A	364	355
3025443	phadiatop		N	7	7
-1	phaptoglobiini	g/l	N	15	14
-1	pienetepiteelisolut	e6/l	N	246	228
-1	pienetepiteelisolut		N	331	280
-1	pienetepiteelisolut	e6/l	H	9	9
-1	pienikudoskoepala,enintään1-3samankokonaisuudennäytettä		A	20	19
3020460	pika-crp	mg/l	H	993	381
3020460	pika-crp		A	127	88
3020460	pika-crp		N	624	315
3020460	pika-crp		H	60	41
3020460	pika-crp	mg/l	N	362	223
-1	pika-crp(pikatesti)	mg/l	N	7	6
3020460	pika-crp-o	mg/l	H	857	383
3020460	pika-crp-o	mg/l	N	239	173
3020460	pika-crp-o		N	557	357
3020460	pika-crp-o		H	21	18
3020460	pika-crp-o		A	23	19
3004410	pika-ghb-a	mmol/mol	H	18	12
3004410	pika-ghb-a	mmol/mol	N	6	6
3004410	pika-ghb-a,pika-ghb-a1c	%	H	170	50
3004410	pika-ghb-a,pika-ghb-a1c	%	N	46	22
3004410	pika-ghb-a,pika-hba1c	mmol/mol	H	171	51
3004410	pika-ghb-a,pika-hba1c	mmol/mol	N	44	22
3004410	pika-ghb-a1c,pika-ghb-a1c	%	H	268	63
3004410	pika-ghb-a1c,pika-ghb-a1c	%	N	41	30
3004410	pika-ghb-a1c,pika-hba1c	mmol/mol	H	264	64
3004410	pika-ghb-a1c,pika-hba1c	mmol/mol	N	39	28
3020491	pika-gluk	mmol/l	N	26	12
3000963	pika-hb		A	19	12
3004410	pika-hba1c	mmol/mol	H	30	18
3004410	pika-hba1c	mmol/mol	N	7	7
-1	pika-inr		N	196	19
-1	pika-inr		L	23	8
-1	pika-inr		H	16	8
-1	pikacovid-19-koronavirustauti,nukleiinihappo(kval),(-ncovnho)		N	10	6
3020460	pikacrp	mg/l	N	480	184
3020460	pikacrp		N	28	26
3020460	pikacrp	mg/l	A	94	57
-1	pikainr		L	20	7
3020460	pikatesti,c-reaktiivinenproteiini	mg/l	A	221	145
-1	pikornavirus,nukleiinihappo(kval)		A	9	8
3025634	pin1nho		A	13	12
3006262	pin3nho		A	69	37
-1	pintamärkä,iho		A	11	11
-1	pistaasi(f203),igevasta-ain		N	9	9
-1	pl-12-ab(ib)		N	26	26
-1	pl-7-ab(ib)		N	26	26
-1	pl-pad		N	258	255
-1	plasmanalbumiini	g/l	A	6	6
-1	plasmanalbumiini	g/l	N	6	6
-1	plasmanbilirubiini	umol/l	N	50	40
3020460	plasmanc-reaktiivinenproteiiniosoitus		N	1852	1487
3020460	plasmanc-reaktiivinenproteiiniosoitus	mg/l	H	2180	1311
3020460	plasmanc-reaktiivinenproteiiniosoitus	mg/l	N	581	520
3020460	plasmanc-reaktiivinenproteiiniosoitus	mg/l	A	251	188
3020460	plasmanc-reaktiivinenproteiiniosoitus		H	64	56
3020460	plasmanc-reaktiivinenproteiiniosoitus		A	6	6
-1	plasmanglukoosi(k)	mmol/l	H	19	19
-1	plasmanglukoosi(k)	mmol/l	N	34	33
-1	plasmangt(k)	u/l	H	54	34
-1	plasmangt(k)	u/l	N	19	17
-1	plasmaninr(k)		N	123	25
-1	plasmaninr(k)		L	117	48
-1	plasmaninr(k)		H	57	16
-1	plasmankalium(k)	mmol/l	N	2178	626
-1	plasmankalium(k)	mmol/l	L	146	89
-1	plasmankalium(k)	mmol/l	LL	17	11
-1	plasmankalium(k)	mmol/l	H	60	38
-1	plasmankreatiinikinaasi	u/l	L	9	8
-1	plasmankreatiinikinaasi	u/l	N	14	13
-1	plasmankreatiniini(k)	umol/l	N	1251	442
-1	plasmankreatiniini(k)	umol/l	L	418	143
-1	plasmankreatiniini(k)	umol/l	H	733	187
-1	plasmanmagnesium	mmol/l	N	16	15
-1	plasmannatrium(k)	mmol/l	N	1528	523
-1	plasmannatrium(k)	mmol/l	L	822	256
-1	plasmannatrium(k)	mmol/l	H	65	32
-1	plasmanprostataspesifinenantigeeni(k)	ug/l	N	20	18
-1	plasmanrauta	umol/l	L	34	33
-1	plasmanrauta	umol/l	A	56	41
-1	plasmanrauta	umol/l	N	19	17
-1	plasmantransferriinisaturaatio	%	L	31	30
-1	plasmantransferriinisaturaatio	%	N	22	22
-1	plasmantromboplastiiniaika	%	N	15	14
-1	plasmantromboplastiiniaika	%	L	31	15
-1	plasmanuraatti(k)	umol/l	N	20	18
-1	plasmanuraatti(k)	umol/l	H	8	7
3021584	plasmaproteiinia,raskauteenliittyvä	mu/l	N	61	61
-1	plasmasta,bilirubiini(vastasyntyneistä)	umol/l	N	22	18
-1	plesiomonasshigelloides		N	432	348
21493466	plesnho		N	233	213
21493466	plesnho		A	6	6
-1	pleuranesteenirtosolututkimus		A	9	9
3007461	plt	e9/l	A	412	113
-1	pm-scl100		N	53	51
-1	pm-scl100		A	11	8
-1	pm-scl75		N	52	50
-1	pm-scl75		A	13	8
-1	polymyosiitti/sklerodermavasta-aineet		N	6	6
-1	potilasmittaringlukoosi,ihopisto		N	309	288
-1	potilasmittaringlukoosi,ihopisto	mmol/l	N	443	358
-1	potilasmittaringlukoosi,sensori	mmol/l	N	75	60
-1	potilasmittaringlukoosi,sensori		N	276	259
1176173	povnh		A	224	34
-1	pp-bakteeri,nukleiinihappo(kvant),ientasku		A	28	28
-1	pp-baktnh		A	32	32
-1	pp-baktnh������		A	68	61
-1	pp-baktnh������		N	74	60
-1	pperusverenkuvajatrombosyytit		N	21	19
3013742	prealb	g/l	N	976	888
3013742	prealb	g/l	L	90	88
3013742	prealb	g/l	H	10	10
3013742	prealb		N	24	23
3013742	prealb	g/l	A	74	73
3013742	prealb		A	9	9
3013742	prealbumiini	g/l	N	56	50
3013742	prealbumiini	g/l	L	26	23
3013742	prealbumiini,plasma	g/l	L	22	15
3013742	prealbumiini,plasma	g/l	A	47	37
3013742	prealbumiini,seerumista	g/l	A	87	70
3013742	prealbumiini,seerumista	g/l	L	14	13
3029187	probnp	ng/l	H	20	6
-1	projektiinliittyvänäytteenkäsittelykunnäyteotetaantykslabinputkiin		N	15	12
-1	prolaktiini	mu/l	N	32	32
-1	prolaktiini	mu/l	A	39	26
-1	prolaktiini,plasmasta	mu/l	A	29	18
-1	prolaktiini,seerumi	mu/l	H	39	31
-1	prolaktiini,seerumi	mu/l	A	48	35
-1	prolaktiini,seerumi	mu/l	L	6	6
3021440	prom	%	A	193	120
-1	prom		N	46	25
-1	prom		A	100	34
-1	promyelosyytit		N	295	238
-1	promyelosyytit	%	N	789	409
-1	promyelosyytit	%	H	146	78
-1	promyelosyytit	%	A	32	24
-1	promyelosyytit,osuusleukosyyteistä	%	H	52	22
-1	prostatabiopsianhistologinentutkimus		A	86	79
-1	prostataspes.antigeeni,suhde(p-psa-suh)		N	19	14
-1	prostataspesif.antig,vap.tot.suh.	%	N	20	16
-1	prostataspesif.antig,vap.tot.suh.		N	13	12
-1	prostataspesif.antig,vap.tot.suh.	%	A	35	19
3013603	prostataspesifinenantigeeni	ug/l	N	2685	2371
3013603	prostataspesifinenantigeeni		N	151	128
3013603	prostataspesifinenantigeeni	ug/l	H	211	165
3013603	prostataspesifinenantigeeni	ug/l	A	72	52
3013603	prostataspesifinenantigeeni,kokonais	ug/l	N	149	110
3013603	prostataspesifinenantigeeni,kokonais	ug/l	A	24	15
-1	prostataspesifinenantigeeni,seerumista,osatutkimus		N	14	11
3013603	prostataspesifinenantigeeni,totaali	ug/l	N	100	65
3013603	prostataspesifinenantigeeni,totaali	ug/l	A	9	8
3005013	prostataspesifinenantigeeni,vapaa	ug/l	N	281	230
3005013	prostataspesifinenantigeeni,vapaa		N	31	31
-1	prostataspesifinenantigeeni,vapaa	%	N	18	7
3005013	prostataspesifinenantigeeni,vapaa(4900p-psa-v)	ug/l	N	95	55
3005013	prostataspesifinenantigeeni,vapaa(p-psa-v)	ug/l	N	113	65
3005013	prostataspesifinenantigeeni,vapaa(psa-v)	ug/l	N	83	54
-1	prostataspesifinenantigeeni,vapaa,osuus		N	22	17
-1	prostataspesifinenantigeeni,vapaa,osuus,seerumista		N	130	91
-1	prostataspesifinenantigeeni,vapaa/kokonais-suhde	%	A	8	6
-1	prostataspesifinenantigeeni,vapaa/kokonais-suhde	%	N	22	14
-1	prostataspesifinenantigeeni,vapaa/kokonais-suhde,osatutk.4637eikiinnit.	%	L	37	22
-1	prostataspesifinenantigeeni,vapaa/kokonais-suhdeeikiinnit	%	N	10	10
-1	prostataspesifinenantigeeni,vapaa/totaali	%	N	46	40
-1	proteiini	g	A	57	42
-1	proteiini		N	58	39
-1	proteiini	g	N	10	9
-1	proteiini	g/l	N	10	10
-1	proteiini(kval)		N	67	62
-1	proteiini,(kval),virtsasta,osatutk.		A	85	69
-1	proteiini,fraktiot(el.forees)		N	9	8
-1	proteiini,selkäydinnesteestä	g/l	A	43	39
-1	proteiini,ty,seerumista	g/l	A	237	88
-1	proteiini,ty,vuorokausivirtsasta	g	A	20	10
-1	proteiini,ty,vuorokausivirtsasta		A	20	16
-1	proteiini,vrk-virtsa	g	A	23	17
-1	proteiini,vrk-virtsa	g	H	14	13
-1	proteiinic,plasma	%	A	26	26
-1	proteiinic,plasmasta	%	A	9	9
-1	proteiinic,plasmasta	%	N	7	7
-1	proteiinis,antigeeni,vapaa	%	A	7	7
-1	proteinaasi3,vasta-aineet		N	15	15
-1	protrombiini,plasma	%	A	8	8
-1	provtagn		N	26	25
-1	provtagnin		N	461	211
-1	ps-bakteeri,viljely		A	38	38
-1	ps-bakteeri,viljely		N	15	15
-1	ps-baktvi		N	399	381
-1	ps-baktvi		A	183	173
3046524	ps-infaag		A	255	255
3046524	ps-infaag		N	1058	929
3043362	ps-infbag		N	1071	937
3043362	ps-infbag		A	115	115
3029187	ps-probnp	ng/l	H	9	7
-1	ps-rsvag		N	13	11
-1	ps-str-vi		A	84	67
3033319	ps-stra-ag		A	36	31
3033319	ps-straag		A	1482	1324
3033319	ps-straag		N	5064	4096
-1	ps-straag	form	N	11	9
-1	ps-straagp		N	28	21
-1	ps-straagpika		N	32	17
-1	ps-stragho		A	120	115
-1	ps-stranho		A	50	45
-1	ps-stranho		N	27	27
-1	ps-straohy		A	125	110
-1	ps-straolb		A	91	84
-1	ps-strep-a		N	23	22
-1	ps-streptococcus,(hemolyytt.streptokokki)		N	35	34
-1	ps-streptococcus,jatkoviljely(seulottunäyte)		A	17	17
-1	ps-streptococcus,viljely(-hemol.streptok.)		N	30	26
-1	ps-streptococcus,viljely(hemolyytt.streptokokit)		N	199	180
-1	ps-streptococcus,viljely(hemolyytt.streptokokit)		A	16	16
-1	ps-streptococcus,viljely(hemolyyttisetstreptok)		N	16	16
-1	ps-streptococcus,viljely(hemolyyttisetstreptokokit)		N	320	237
-1	ps-streptococcus,viljely(hemolyyttisetstreptokokit)(pi)		N	12	12
-1	ps-streptococcuspyogenes(a),antigeeni		N	81	72
-1	ps-streptococcuspyogenes(a),antigeeni		A	86	77
-1	ps-streptococcuspyogenes(a),antigeeni,pika		N	28	27
-1	ps-streptococcuspyogenes(a),nukleiinihappo(kval)		A	25	24
-1	ps-streptococcuspyogenes(a),nukleiinihappo(kval)		N	8	8
-1	ps-streptococcuspyogenis(a)antig,vierithoitoy		A	20	20
-1	ps-streptokokki,jatkoviljely		N	13	13
-1	ps-streptokokki,jatkoviljely		A	18	17
-1	ps-streptokokki,jatkoviljely(seulottunäyte)		A	98	83
-1	ps-streptokokki,viljely		N	50	43
-1	ps-streptokokki,viljely,nielu		A	36	35
-1	ps-streptokokkia,antigeeni,hoitoyksiköt		A	72	64
-1	ps-streptokokkipikatesti		N	45	41
3000924	ps-strjvi		A	3286	2659
3000924	ps-strjvi		N	80	75
-1	ps-strnho		A	179	152
-1	ps-strnho		N	136	123
-1	ps-strtunn		A	38	34
3024135	ps-strvi		N	25981	18905
3024135	ps-strvi		A	3090	2587
-1	ps-strvi	form	N	30	28
3001784	psa-v/psa		L	9190	6304
3001784	psa-v/psa	%	L	829	562
3001784	psa-v/psa		N	144	75
3001784	psa-v/psa	%	N	91	66
3001784	psa-v/psa		A	99	43
3001784	psa-v/psa-suhde	%	N	1008	809
3001784	psa-v/psa-suhde	%	L	222	173
-1	psa-v/psaeikäytössä	%	N	36	25
3001784	psa-vapaa/totaali-suhde,plasmasta	%	A	409	168
-1	psatotaali+vapaa	ug/l	N	15	15
-1	psatotaali+vapaa	ug/l	H	10	10
3001784	psavapaanjatotaalinsuhde	%	N	35	33
3001784	psavapaanjatotaalinsuhde		N	83	73
3001784	psavapaanjatotaalinsuhde	%	A	25	11
-1	pt-acth-r1		N	14	14
-1	pt-ada-i		A	29	25
-1	pt-ada-ind		A	226	183
-1	pt-aika-tilavuusspirometriajabronkodilaatiokoe		N	20	13
-1	pt-apri		A	187	161
-1	pt-apri		N	137	117
-1	pt-apri		H	168	146
-1	pt-arg-r		A	10	8
-1	pt-asat/trombosyytit-indeksi		A	8	8
-1	pt-asat/trombosyytit-indeksi		H	13	8
-1	pt-audio		N	60	53
-1	pt-biomam		N	210	193
-1	pt-bmi	kg/m2	H	237	230
-1	pt-brdil		N	310	238
-1	pt-dcosb-x		N	9	9
-1	pt-dcosb1		N	7	7
-1	pt-diagnostinengynekologinenirtosolunäyte,josta		A	41	33
3048821	pt-dxm-r1	nmol/l	N	43	43
3048821	pt-dxm-r1		N	132	127
-1	pt-eeg-3		N	122	109
-1	pt-eeg-tav		N	13	13
-1	pt-ekg,12kytkentälevossa		N	240	218
3013512	pt-ekg,12kytkentäälevossa		N	2341	1899
-1	pt-ekg,12kytkentäälevossa(k-pks:n)(ko)		N	272	172
-1	pt-ekg,muuerikoiskytkentä		N	13	12
-1	pt-ekg,pika12kytkentäälevossa		N	20	20
-1	pt-ekg,pitkäaikaisrekisteröinti(24h),kytkentä,analysointi,lausunto		N	138	135
-1	pt-ekg,pitkäaikaisrekisteröinti(48h),kytkentä,analysointijalausunto		N	16	16
3013512	pt-ekg,sisältäentietokoneanalyysin		N	3109	2542
-1	pt-ekg,sisältäentietokoneanalyysin(malmin)(pi)		N	226	160
-1	pt-ekg,tavallinen12kytkentää		N	39	32
3044889	pt-ekg-12		N	56748	34117
3044889	pt-ekg-12		A	9	9
-1	pt-ekg-12	form	N	39	37
-1	pt-ekg-12	tehtu	N	12	11
3004451	pt-ekg-15		N	9	8
-1	pt-ekg-24a		N	9	9
-1	pt-ekg-24h		N	360	332
-1	pt-ekg-24h		A	8	8
-1	pt-ekg-48l		N	25	25
3013512	pt-ekg-atk		N	36091	14938
-1	pt-ekg-fal		N	261	156
-1	pt-ekg-fas		N	202	194
-1	pt-ekg-hoi		N	19	12
-1	pt-ekg-mon		N	4587	2244
3013512	pt-ekg-oma		N	1288	998
3013512	pt-ekg-pa		N	168	166
-1	pt-ekg-pa1		N	6	6
-1	pt-ekg-pao		N	8	8
-1	pt-ekg-ras		N	234	222
-1	pt-ekg-ryt		N	13	12
3013512	pt-ekghoi		N	89	53
-1	pt-ekgkons		N	24	24
-1	pt-ekgkonsultaatio		N	22	22
-1	pt-ekgpao1		N	15	15
-1	pt-ekgpitk		N	58	53
-1	pt-ekgsis[lt[entietokoneanalyysin		N	181	154
-1	pt-ekgsisältäentietokoneanalyysin		N	125	109
-1	pt-eneg-0		N	6	6
-1	pt-eneg-1		N	373	367
-1	pt-eneg-2		N	6	6
-1	pt-eneg-et		N	6	6
-1	pt-enmg-1		N	146	139
0	pt-enmg-2		N	476	450
-1	pt-enmg-3		N	115	112
-1	pt-eristysnäytteenotto		N	26	24
-1	pt-farmr		N	22	22
0	pt-fib-4		N	4827	3593
0	pt-fib-4		A	180	164
0	pt-fib-4		H	170	158
-1	pt-fibrosis-4		A	14	8
-1	pt-fibrosis-4		H	10	9
-1	pt-fibrosis-4indeksi		N	109	102
-1	pt-fibrosis-4indeksi	1	N	32	31
-1	pt-fibrosis-4indeksi		A	47	42
-1	pt-fit		N	27	27
4200892	pt-fvspido		N	2333	1912
3000492	pt-fvspio		N	234	215
3000492	pt-fvspird		N	3266	2713
-1	pt-fvspird	form	N	94	88
3000492	pt-fvspird		A	20	20
3000492	pt-fvspiro		N	580	524
-1	pt-fvspiro	%	N	7	7
40764999	pt-gfr-arv	ml/min/173m2	L	51	44
40764999	pt-gfr-arv		L	33	32
40764999	pt-gfre		N	911744	111286
40764999	pt-gfre		A	20490	7731
40764999	pt-gfre		L	407056	45015
40764999	pt-gfre	ml/min/173m2	A	244448	39284
40764999	pt-gfre	ml/min/173m2	N	38024	22436
40764999	pt-gfre	ml/min/173m2	L	53280	20450
-1	pt-gfre	form	A	1676	575
40764999	pt-gfre	ml/min/173m2	H	526	447
-1	pt-gfre	form	N	2407	1136
46236952	pt-gfre-3		N	99	70
46236952	pt-gfre-3		A	50	48
46236952	pt-gfre-3	ml/min/173m2	A	181	117
46236952	pt-gfre-3		L	90	77
40764999	pt-gfre-cg	ml/min/173m2	N	8010	4086
40764999	pt-gfre-cg	ml/min/173m2	A	1989	1141
40764999	pt-gfre-cg		A	85	64
40764999	pt-gfre-cg		N	853	613
40764999	pt-gfre-cg		H	6	6
46236952	pt-gfre-md		L	4698	3412
46236952	pt-gfre-md	ml/min/173m2	A	9827	3485
46236952	pt-gfre-md	ml/min/173m2	N	2890	1964
46236952	pt-gfre-md	ml/min/173m2	L	2807	964
46236952	pt-gfre-md		A	873	468
46236952	pt-gfre-md	ml/min/173m2	H	422	206
46236952	pt-gfre-md		H	106	91
46236952	pt-gfre-md		N	467	403
-1	pt-gfre-md	form	N	11	11
40764999	pt-gfreep	ml/min/173m2	N	1505	799
40764999	pt-gfreep	ml/min/173m2	A	4290	1021
40764999	pt-gfreep		H	214	144
40764999	pt-gfreep		N	18	17
40764999	pt-gfreepi		L	81122	33379
40764999	pt-gfreepi	ml/min/173m2	L	94114	24292
40764999	pt-gfreepi		N	143144	45501
40764999	pt-gfreepi		A	117781	24833
40764999	pt-gfreepi	ml/min/173m2	A	492545	72723
40764999	pt-gfreepi	ml/min/173m2	H	31034	8191
40764999	pt-gfreepi		H	13294	5731
40764999	pt-gfreepi	ml/min/173m2	N	53639	14564
-1	pt-gfreepinosatutkimus		N	668	416
40764999	pt-gfreepio1		A	437	105
40764999	pt-gfreepio1	ml/min/173m2	N	11	11
46236952	pt-gfrekce		L	6583	2300
46236952	pt-gfrekce	ml/min/173m2	L	82	69
46236952	pt-gfrekce		N	839	481
46236952	pt-gfrekce	ml/min/173m2	N	84	80
46236952	pt-gfrekce	ml/min/173m2	A	532	225
46236952	pt-gfrekce		A	39	33
-1	pt-gfrekce,glomerulussuodosnopeuskysc:stä	ml/min/173m2	A	61	36
46236952	pt-gfrekys	ml/min/173m2	L	3485	1236
46236952	pt-gfrekys	ml/min/173m2	A	1294	791
46236952	pt-gfrekys		N	149	120
46236952	pt-gfrekys		A	71	68
46236952	pt-gfrekys		L	300	243
46236952	pt-gfrekys	ml/min/173m2	N	20	18
-1	pt-glomerolussuodosnopeus,estimoitu,ckd-epi-kaava		N	36	32
-1	pt-glomerolussuodosnopeus,estimoitu,ckd-epi-kaava		A	29	15
-1	pt-glomerulussuodatusnopeus		N	117	102
-1	pt-glomerulussuodatusnopeus		L	33	24
40764999	pt-glomerulussuodatusnopeus,estimoitu,ckd-epi-kaava		A	21	17
40764999	pt-glomerulussuodatusnopeus,estimoitu,ckd-epi-kaava		N	100	76
40764999	pt-glomerulussuodatusnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	N	166	99
40764999	pt-glomerulussuodatusnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	A	46	33
-1	pt-glomerulussuodosnopeus		N	106	98
-1	pt-glomerulussuodosnopeus,ckd-epi-kaava	ml/min/173m2	A	1991	641
40764999	pt-glomerulussuodosnopeus,estimoitu	ml/min/173m2	A	26724	6138
40764999	pt-glomerulussuodosnopeus,estimoitu		N	403	364
40764999	pt-glomerulussuodosnopeus,estimoitu	ml/min/173m2	N	3369	2293
40764999	pt-glomerulussuodosnopeus,estimoitu	ml/min/173m2	L	620	231
40764999	pt-glomerulussuodosnopeus,estimoitu		A	47	41
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-ep	ml/min/173m2	N	1091	810
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-ep	ml/min/173m2	A	397	275
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaav	ml/min/173m2	A	1566	565
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaav	ml/min/173m2	L	9	7
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaav	ml/min/173m2	N	28	28
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	N	69786	22460
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	A	68131	13678
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava		N	7056	4221
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	L	3792	1228
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava		A	5059	2173
-1	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava	1	A	377	148
-1	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava	1	N	11	9
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava(p-kreaosatutkimus)		N	171	133
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava(pt-gfre-3osatutkimus)	ml/min/173m2	A	21844	3299
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava(pt-gfre-3osatutkimus)	ml/min/173m2	N	378	286
-1	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaavalla	ml/min/173m2	N	31	30
-1	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaavalla	ml/min/173m2	A	8	7
-1	pt-glomerulussuodosnopeus,estimoitu,ckd-epikaava		L	14	12
-1	pt-glomerulussuodosnopeus,estimoitu,ckd-epikaava		N	111	48
-1	pt-glomerulussuodosnopeus,estimoitu,ckd-epikaava		A	61	22
46236952	pt-glomerulussuodosnopeus,estimoitu,kystatiinic-kaava	ml/min/173m2	A	1000	268
-1	pt-glomerulussuodosnopeus,estimoitu,mdrd-kaava	ml/min/173m2	A	28	24
-1	pt-glomerulussuodosnopeus,estimoitu,mdrd-tutkimuksenkaava(mittayksikkö:ml/min/1.73m2)	ml/min/173m2	A	11	6
-1	pt-glomerulussuodosnopeus,estimoituckd-epi-kaava	ml/min/173m2	L	1161	889
-1	pt-glomerulussuodosnopeus,estimoituckd-epi-kaava	ml/min/173m2	N	2323	1948
-1	pt-glomerulussuodosnopeus,estimoituckd-epikaava		A	26	17
-1	pt-glomerulussuodosnopeus,estimoituckd-epikaava		N	107	65
-1	pt-glomerulussuodosnopeus,estimoituckd-epikaava	1	A	29	19
-1	pt-glomerulussuodosnopeus,estimoituckd-epikaava	ml/min/173m2	N	14	11
40764999	pt-glomerulussuodosnopeus,estimoituckd-epikaavallakystatiinic:stä		A	105	63
40764999	pt-glomerulussuodosnopeus,estimoituckd-epikaavallakystatiinic:stä	ml/min/173m2	N	22	22
40764999	pt-glomerulussuodosnopeus,estimoituckd-epikaavallakystatiinic:stä	ml/min/173m2	L	29	15
40764999	pt-glomerulussuodosnopeus,estimoituckd-epikaavallakystatiinic:stä		N	18	16
40764999	pt-glomerulussuodosnopeus,estimoituckd-epikaavallakystatiinic:stä	ml/min/173m2	A	69	54
40764999	pt-glomerulussuodosnopeus,estimoituckd-epikaavallakystatiinic:stä		L	18	16
-1	pt-glomerulussuodosnopeus,estimoitukystatiinic:stä	ml/min/173m2	A	54	37
-1	pt-glomerulussuodosnopeus,estimoitukystatiinic:stä	ml/min/173m2	L	12	9
40764999	pt-glomerulussuodosnopeus,pt-gfreepiestimoitu,ckd-epi-kaava	ml/min/173m2	N	5388	3167
40764999	pt-glomerulussuodosnopeus,pt-gfreepiestimoitu,ckd-epi-kaava	ml/min/173m2	A	1545	908
40764999	pt-glomerulussuodosnopeus,pt-gfreepiestimoitu,ckd-epi-kaava		N	129	96
40764999	pt-glomerulussuodosnopeus,pt-gfreepiestimoitu,ckd-epi-kaava		A	37	31
40764999	pt-glomerulussuodusnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	N	6434	3183
40764999	pt-glomerulussuodusnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	A	5521	1678
-1	pt-glomerulustensuodatusnopeudenmittau	ml/min/173m2	N	35	31
-1	pt-glomerulustensuodatusnopeudenmittau	ml/min/173m2	L	22	16
-1	pt-glomerulustensuodatusnopeudenmittaus	ml/min/173m2	L	101	70
-1	pt-glomerulustensuodatusnopeudenmittaus	ml/min/173m2	N	57	44
-1	pt-glomerulustensuodatusnopeus	ml/min/173m2	N	8	7
-1	pt-glomerulustensuodatusnopeus	ml/min/173m2	L	8	8
40764999	pt-glomerulustensuodatusnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	N	20958	11509
