OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT	MEASUREMENT_UNIT_HARMONIZED	omopQuantity	CONVERSION_FACTOR	n_records	n_subjects
-1	proteiinis,plasma	%				12	12
-1	tromboositaipumuksenselvittely,veri					111	107
-1	beeta-2-glykoproteiini,igmvasta-aineet,plasma	u/ml				47	39
-1	hyytymiserikoistutkimus,plasma					32	21
-1	proteiinis,antigeeni,vapaa,plasma	%				33	32
-1	kalium,pikatesti,veri	mmol/l				211	195
3019550	natrium,pikatesti,veri	mmol/l	mmol/l	Substance Concentration	1	198	183
-1	kreatiniini,pikatesti,veri	umol/l				226	206
-1	na	e6/l				75	68
3041678	b-intem			-		567	401
-1	b-extem					755	514
-1	b-fibtem					754	513
-1	b-heptem					338	249
-1	ts-nkras-d					14	14
-1	vertcea	ug/l				40	39
-1	b-col/epi	s				62	55
-1	b-col/adp	s				46	41
3019800	p-tntpika	ng/l	ng/l	Mass Concentration	1	53	43
-1	fs-lipider					231	161
3001784	s-psav/t			Mass fraction		106	85
21494227	s-ami			Mass Concentration		332	66
21494227	s-ami	mg/l	mg/l	Mass Concentration	1	270	82
3021367	s-sital			Substance Concentration		53	38
-1	b-sekvy-d	form				59	59
-1	s-latekse					158	155
-1	tryptaasi	ug/l				96	75
-1	gal-alpha1,3-galtyroglobulin					17	17
-1	enkefaliittienimmunologisettutkimukset,vasta-aineetseerumista					70	63
-1	pt-dopatrg					219	216
-1	b-morfo	form				144	130
-1	b-sikiönrhd-veriryhmäsuojaustavarten					385	369
-1	huumeseula(amfet,bents,opiaat,kannab,koka)					129	120
-1	as-erytrosyytit,askitesnesteestä	e6/l				10	9
-1	pu-bakteeri,viljely1(punktio-,kudos-,syvänäyt					125	106
-1	s-leuab1					279	40
-1	s-leuab2					274	37
-1	s-leusyto					274	37
-1	b-hla					77	40
-1	s-luteinisoivahormoni	iu/l				178	157
3020059	p-kalsium,albumiinikorjattu			Substance Concentration		162	158
-1	u-proteiini	mg/l				353	111
3007566	s-sili-ab			Titer		40	40
-1	pt-siskon					54	53
-1	p-tromboplastiiniaika,-tulostus	%				36	19
-1	p-kalsium,albumiinikorjattu,plasmasta					50	41
-1	fs-transferriininrautakyllästeisyys					230	173
-1	b-potilaanhla1tutkimuspaketti,kantasolujensiirto					17	16
-1	b-hla-a,g-ryhmä,dna-tutkimus,ngs					35	34
-1	b-hla-b,g-ryhmä,dna-tutkimus,ngs					35	34
-1	b-hla-c,g-ryhmä,dna-tutkimus,ngs					29	29
-1	b-hla-drb1,g-ryhmä,dna-tutkimus,ngs					30	29
-1	b-hla-dqb1,g-ryhmä,dna-tutkimus,ngs					29	29
-1	b-hla-dpb1,g-ryhmä,dna-tutkimus,ngs					29	29
-1	b-potilaanhla2tutkimuspaketti,kantasolujenrekisterisiirto					7	7
-1	b-hla-drb1,dna-tutkimus,tarkennettu,ngs					12	12
-1	b-hla-drb345,dna-tutkimus,tarkennettu,ngs					12	12
3013115	b-eosinofiilit,erillistutkimuksena			Number Concentration		15	11
3019069	l-basofiilit			Number Fraction		193	137
-1	s-hla-luovuttajaspesifisetvasta-aineet					33	28
-1	s-leukosyyttivasta-aineet,kantasolusiirtoaodottava					9	7
-1	-polyomavirus,nukleiinihappo(kvant)					221	73
-1	-jc-virusnukleiinihappo(kvant)					340	111
-1	p-uraatti,rasburikaasihoidonyhteydessä					25	14
-1	p-uraatti,rasburikaasihoidonyhteydessä	umol/l				41	15
-1	s-haglund					216	210
-1	p-haglund					212	206
-1	p-alkalinenfosfataasi,paikallisanalytiikka,kuivakemia	u/l				332	289
-1	p-amylaasi,paikallisanalytiikka,kuivakemia	u/l				250	222
-1	p-glutamyyliransferaasi,paikallisanalytiikka,kuivakemia	u/l				168	154
-1	padpak1					56	56
-1	verenpaine					55	55
-1	vyötärönympäryys	cm				45	45
-1	bakteerivärjäys					57	51
-1	pt-cert-la					6	6
-1	s-keliakiatutkimus,suppea					258	256
-1	s-endomysium,iggvasta-aineet					170	166
-1	e-mcv	%				3137	1375
3013603	prostataspesifinenantigeeni,totaali	ug/l	ug/l	Mass Concentration	1	109	72
3048522	glukoosikoe,0näyte	mmol/l		Substance Concentration		62	59
3016701	glukoosikoe,2hnäyte	mmol/l	mmol/l	Substance Concentration	1	62	59
3020460	crp-pikatesti	mg/l	mg/l	Mass Concentration	1	363	232
-1	p-gfrtest					1166	584
-1	ph,seerumista					200	155
3021347	kalsium,ionisoitunut,aktuaali	mmol/l	mmol/l	Substance Concentration	1	260	200
-1	hematokriitti,osatutk.2474					67	55
-1	perusverenkuva+trombosyytit					77	65
-1	bordetellapertussis,nukleiinihaponos.,osatutk.8358					76	67
-1	legionellapneumophila,nukleiinihappo(kval),osatutkimus					76	67
-1	adenovirus,nukleiinihaponosoitus					160	149
-1	parainfluenssavirus1,nukleiinihaponosoittaminen,osatutk.8340					76	67
-1	parainfluenssavirus2,nukleiinihaponosoittaminen,osatutk.8340					76	67
-1	parainfluenssavirus3,nukleiinihaponosoittaminen,osatutk.8340					76	67
-1	parainfluenssavirus4,nukleiinihaponosoittaminen,osatutk.8340					76	67
-1	metapneumovirus,nukleiinihaponosoitus(pcr)osatutk8340					76	67
-1	bokavirus,nukleiinihaponosoittaminen,osatutk.8340					94	81
-1	koronavirus229e,nukleiinihaponosoittaminen,osatutk.8340					94	81
-1	koronavirusoc43,nukleiinihaponosoittaminen,osatutk.8340					94	81
-1	koronavirusnl63,nukleiinihaponosoittaminen,osatutk.8340					94	81
-1	respiratorisetmikrobit,nukleiinihaponosoittaminen(kval)					96	83
-1	koronavirushku1,nukleiinihaponosoittaminen,osatutkimus					94	81
-1	influenssaavirus,alatyyppih1n1/2009osatutk.					94	81
-1	influenssaavirus,alatyyppih3,osatutk.					94	81
-1	rhinovirus/enterovirus,nukleiinihaponosoitus(kval),osatutkimus					94	81
-1	influenssaah1nho(kval),osatutk.					94	81
-1	c-reaktiivinenproteiini,pikatutkimus					66	49
-1	natrium,pikatutkimus					173	114
-1	kalium,pikatutkimus					172	113
-1	nestearvot,pikatutkimus					171	112
-1	kreatiniini,pikatutkimus					171	112
-1	c-reaktiivinenproteiini,pikatutkimus	mg/l				106	66
-1	kalprotektiini,uloste					142	41
3009201	tyreotropiini			Arbitrary Concentration		694	251
3008486	tyroksiini,vapaa			Substance Concentration		628	209
-1	lasko					272	76
-1	ts-pad-0-u					191	169
-1	p-happamuusaste					29	27
-1	pt-virtaustilavuus-spirometriajabronkod.koeilmanlausuntoa					374	354
-1	ps-streptokokki,viljely(beetahemolyyttinenstreptokokki)nielueritteestä					37	35
-1	l-erblast					127	78
3009385	li-b2miglo	mg/l	mg/l	Mass Concentration	1	78	67
-1	li-hemafc					288	222
-1	li-vesirokkovirus,nukleiinihappo					70	66
-1	li-escherichiacolik1,nukleiinihappo(kval)					74	72
-1	li-haemophilusinfluenzae,nukleiinihappo(kval)					67	65
-1	li-listeriamonocytogenes,nukleiinihppo(kval)					67	65
-1	li-neisseriameningitidis,nukleiinihappo(kval)					67	65
-1	li-streptococcusagalactiae(b),nukleiinihappo(kval)					67	65
-1	li-streptococcuspneumoniae,nukleiinihappo(kval)					67	65
-1	li-cytomegalovirus,nukleiinihappo(kval)					74	72
-1	li-herpessimplex-virustyyppi1(hsv1),nukleiinihappo(kval)					67	65
-1	li-herpessimplex-virustyyppi2(hsv2),nukleiinihappo(kval)					67	65
-1	li-humanherpesvirus-6(hhv-6),nukleiinihappo(kval)					67	65
-1	li-cryptococcusneoformans/gattii,nukleiinihappo(kval)					74	72
-1	s-igg,oligoklonaalinen	g/l				42	40
-1	b-vrab,tunnistus,spr					34	32
-1	sprvkiire2					85	54
-1	b-sopivuuskoelaskutustavarten					256	158
3002434	s-dnanab	kiu/l		Arbitrary Concentration		546	330
40763571	fp-tffesat	%	%	Ratio	1	1121	322
-1	pt-fvspid					451	244
-1	ly-tbspota	sp/e6lum				77	73
-1	ly-tbspotb	sp/e6lum				79	75
-1	ly-tbspppd	sp/e6lum				78	74
-1	du-sitraat	mmol				160	103
-1	b-hemocue					70	49
-1	b-dextro	mmol/l				291	212
-1	sk-mohs					43	39
-1	s-tomaate					97	97
-1	pt-avogtt					26	25
3013139	f-hepy-ag			Presence or Threshold		25	22
-1	hpvjanestepapa-yhdistelmä					93	91
-1	-sytol					67	63
-1	ts-her21sh					8	8
-1	s-dna,vasta-aineet(natiivi)					260	186
-1	s-ribonukleoproteiini,nukleaarinen,vasta-aineet					429	392
3023939	s-sjögreninsyndroma,a(ro)-vasta-aineet			Arbitrary Concentration		404	369
3027450	s-sjögreninsyndroma,b(la)-vasta-aineet			Arbitrary Concentration		455	412
-1	s-histidyyli-trna-syntetaasi,vasta-aineet					428	386
-1	s-ribonukleoproteiini,70kdaantigeenivasta-aineet					107	99
-1	s-sentromeeri(cenp-b),vasta-aineet					286	253
-1	s-jo1,vasta-aineet,immunoblotting-tekniikka					174	160
-1	s-sentromeeri,vasta-aineet,immunoblotting-tekni					174	160
-1	s-tuma,vasta-aineet,analyysi					140	136
-1	s-tuma,liukoisetantigeenit,seulonta,vasta-aineet					142	138
-1	s-sm(smith),vasta-aineet,immunoblotting-teknii					174	160
-1	s-ribonukleoproteiinit,nukleaarinen,vasta-ainee					174	160
-1	s-sjögreninsyndroma,a(ro),vasta-aineet,immun					174	160
-1	s-sjögreninsyndroma,b(la),vasta-aineet,immun					174	160
-1	s-skleroderma70,vasta-aineet,immunoblotting-te					174	160
-1	s-histoni,vasta-aineet,immunoblotting-tekniikka					174	160
-1	s-ribosomip-proteiini,vasta-aineet,immunoblott					174	160
-1	21318					792	642
-1	21316					61	55
-1	oma-hctepoc					154	120
-1	oma-chgbepoc					154	120
-1	oma-chco3-epoc					148	117
-1	s-yersaba	responseequivalent				36	32
-1	s-yerp3ab	titre				34	33
-1	s-yer9ab	titre				112	99
-1	fp-a-vit					53	43
-1	b-mpl-d					36	36
-1	s-ccpab	form				444	381
-1	-verläh					27	27
-1	s-prostataspesifinenantigeenivap/tot-suhde	%				280	209
-1	hb-vieri					395	228
3027944	u-amfetct			Presence or Threshold		569	251
-1	s-chilipe					7	7
-1	du-aldos					192	173
3011985	fp-reninm			Arbitrary Concentration		145	120
-1	s-hcgb-alayksikkö,vapaa	ug/l				212	205
-1	s-sikiönkehityshäiriöidenseulonnat,1.trimesteri					216	210
-1	s-plasmaproteiinia	mu/l				231	224
-1	s-infektioseulonta,raskaudenaikainen					436	412
-1	s-viljaryhmä,igevasta-aineet	u/ml				15	15
-1	s-hepatiittia-virus,vasta-aineet,immuniteettitutk.					21	21
-1	ps-straagp					150	133
-1	-calpro	mg/l				364	226
-1	-papilloomavirus,nukleiinihappo,suurenriskin(kval)					12	11
-1	-hr16nho					203	136
-1	-hr18nho					203	136
-1	-hrnho					191	130
-1	fl-candidanatiivi(kval)					256	224
-1	bakteerivaginoosi,nukleiinihappo					70	65
-1	atopobiumvaginae					70	65
-1	gardnerellavaginalis,nukleiinihappo					53	48
-1	lactobacillusspp					53	48
-1	mobiuncusspp.					70	65
-1	p-ca-albk	form				75	68
-1	b-pvk+t	%l				107	82
-1	näyteenlaatu,lipehemoikte,advia					142	111
-1	punasolujenjakaumaleveys(rdw)	%				38	38
-1	pt-eeg-ul					34	33
3046904	fs-gh	mu/l	mu/l	Arbitrary Concentration	1	232	92
-1	p-luteinisoivahormoni	u/l				198	175
-1	oma-troponiini					213	163
-1	oma-k					85	79
-1	oma-na					85	79
-1	vb-ionpak					147	124
-1	oma-tni					12	12
-1	bikarbonaatti(aktuaali),valt	mmol/l				586	252
3003396	emäsylimäärä,valtimoveri	mmol/l	mmol/l	Substance Concentration	1	1078	535
-1	hemoglobiini(totaali),valtim	g/l				586	252
-1	bikarbonaatti(aktuaali),lask					54	51
-1	hemoglobiini(totaali),laskim					54	51
-1	ts-tupa500					53	46
-1	u-hcg	iu/l				37	34
-1	askivuosia	u/24h				177	177
-1	keliakiatutkimus,laaja					367	360
-1	keliakiatutkimus,lausunto					299	296
-1	s-gliadiinipeptidit,deamidoidut,igg-vasta-aineet					220	217
40766189	s-gliadiinipeptidit,deamidoidut,iga-vasta-aineet	u/ml	u/ml	Arbitrary Concentration	1	304	299
-1	kollageenii:nbeta-karboksiterminaalinentelopeptidi	ug/l				41	35
-1	pt-deksametasonikoe,lyhyt					102	95
-1	immunofenotyypitys,veritauti,(kudos)					9	9
-1	paksuneulabiopsianhistologinentutkimus					231	214
-1	retikulosyytit(lask.)	e9/l				184	131
-1	s-kalatue					118	117
3023351	s-pölyt	u/ml	u/ml	Arbitrary Concentration	1	183	183
-1	sk-sienivi					167	145
-1	pt-spirmin					59	59
-1	cv-trinho					275	250
-1	notto,tyks					416	293
46236287	pf-probnp			Mass Concentration		73	72
3019977	ap-ph			Log molar concentration		263	188
3014218	ap-shco3	mmol/l	mmol/l	Substance Concentration	1	192	141
-1	vainaja					148	147
-1	s-brucab					249	213
-1	s-cobuabg					143	137
-1	s-cobuabm					147	137
-1	pt-tutkimusnäyte3					144	23
-1	pt-sprneuvolanäytteet					246	188
-1	päiv.lisä					56	30
-1	pt-raskaudenaikaisetbiopankkinäytteet					22	22
-1	b-raskaudenaikainendna-biopankkinäyte					27	27
-1	b-raskaudenaikainenbiopankkinäyte					27	27
-1	s-apututkimusneuvolalletr1seulvarten					166	159
-1	s-hepatiittibvirus,pinta-antigeeni					190	183
3013826	p-glukoosi,vieritutkimus	mmol/l	mmol/l	Substance Concentration	1	206	156
-1	pt-glukoosi-koe,oraalinen,raskausajandiabetes					151	113
-1	pt-gluk-r6	mmol/l				333	98
-1	-lento					19	17
42528717	s-ranao3e	u/ml	u/ml	Arbitrary Concentration	1	513	462
3011841	s-rjugr1e	u/ml	u/ml	Arbitrary Concentration	1	514	465
-1	s-rcora14	u/ml				31	31
42870531	s-rcora1e	u/ml	u/ml	Arbitrary Concentration	1	258	252
-1	p-vuotope					147	109
3026493	p-urat	umol/l	umol/l	Substance Concentration	1	177	95
3036603	du-vmml	ml	ml	Volume	1	256	130
-1	p-adam13	%				291	199
-1	b-myel-d					17	17
-1	b-trom-s					120	61
-1	nottoster					7	7
3042391	b-bcr-qr			Number Ratio		1560	293
-1	21736					122	106
-1	thoraxinjaylävatsantietokonetomografiatutkimus					8	8
-1	hepatiittibvirus,pinta-antigeeni,seerumista					129	105
-1	e-veriryhmäjarhspr					92	58
-1	s-sikiönkeh.häiriöidenseulonta,1.trimesteri					91	88
-1	fl-hiiva,viljelyemätineritteestä					9	9
-1	glukoosikoe,oraalinen,raskaudenaikainen					231	177
-1	bm-kll-res					95	60
-1	luov.seul.					114	63
-1	p-aboabm					164	153
-1	b-pcr-kim					379	102
-1	ks-viabil					205	177
-1	b-kim-d					198	47
-1	ts-myelmut					50	47
40763634	bm-tcr-d			Arbitrary		67	64
-1	aikuistyypindiabetes,vuosikontrolli					120	107
-1	pu-bakteeri,viljely1(anaerobi+aerobiviljely,					1132	767
-1	fs-ttpak13					51	47
-1	pt-enmg-p1					33	29
-1	s-vaskuliittivasta-aineet,pakettitutkimus					64	61
-1	mb-o2sat	%				599	215
3007302	mb-hb	g/l		Mass Concentration		3075	257
-1	mb-hb-co	%				573	207
-1	mb-hb-met	%				573	207
-1	mb-hbo2	%				573	207
-1	mb-o2-vol	%				368	147
-1	p-vwf2n					27	25
-1	b-elinkim					138	113
-1	b-tem					1113	650
-1	b-aptem					192	124
-1	b-kim-fd					1364	165
-1	s-ebvabmo					434	400
-1	s-ch100mbl	%				143	135
-1	bm-hemafc	form				379	260
-1	bakteeri,jatkoviljely,ulosteesta					25	25
-1	s-tyreoglobuliini					257	134
-1	leukosyytit,erittelylaskenta					253	206
-1	aborh+kort					86	85
-1	aborhkortt					78	77
-1	tupakointi					68	67
-1	pt-ekg:pitkäaikaisrekisteröinti					33	33
3027923	p-c-peptidi	nmol/l	nmol/l	Substance Concentration	1	171	126
43055246	timeintherapeuticrange(sis.inr:n)			Ratio		554	161
-1	s-glutamaattidekarboksylaasi(gad),vasta-aineet	iu/ml				61	59
-1	neisseriagonorrhoeae,nho					525	400
-1	chlamydiatrachomatisjaneisseriagonorrhoeae,nho,limakalvoilta					520	398
-1	chlamydiatrachomatis,nhosoitus					525	400
-1	influenssaajab,covid-19nukleiinihappo(kval)					6	6
-1	s-afp/d					57	55
-1	s-hcg-b/d					55	53
3022217	p-ttinrsp			Relative time		99	92
3033658	p-tt-spr			Relative time		99	91
-1	bioctdna					257	247
-1	-fidd-vt					113	87
40764999	glomerulussuodosnopeus,estimoitu			Volume Rate/Area		341	287
-1	p-tromboplastiiniaika,aktivoitu,partiaalinen					22	20
-1	pt-ekg,15kytkentäälevossa					64	59
-1	biopankkinäyte,veri,helsinginbiopankki					255	252
-1	u-color					160	159
-1	u.-bil-o					189	185
-1	u-hb-dec					151	150
-1	u-leuk-de					155	154
-1	u-nitr-de					151	150
-1	u-gluk-de					151	150
3035350	u-keto-de			Presence or Threshold		152	150
-1	u-prot-de					154	152
3009883	s-perunae			Arbitrary Concentration		23	23
3014007	ab-hbo2			Mass fraction		292	241
-1	s-oregane	u/ml				9	9
3009754	s-sellere	u/ml	u/ml	Arbitrary Concentration	1	53	53
-1	u-trypg2o					69	57
-1	b-t-cd3,t-solut	e9/l				112	85
-1	ly-t-cd3,t-solujenosuus	%				112	85
-1	b-b-cd19,b-solut	e9/l				110	84
-1	ly-b-cd19,b-solujenosuus	%				109	85
-1	b-t-cd4,t-auttajasolut	e9/l				271	189
-1	b-t-cd8,t-estäjäsolut	e9/l				112	85
-1	b-nk,nk-solut	e9/l				112	85
-1	ly-nk,nk-solujenosuus	%				112	85
-1	ly-t-cd4/cd8,t-auttaja/estäjäsolujensuhde					113	85
-1	ly-t-auttajasojenosuus	%				268	189
-1	u-pregact					494	98
-1	u-metfect					173	41
-1	-hcvnhty					135	114
-1	p-etoh	promillea				167	131
-1	b-myrkkyv					658	479
-1	u-hcgo-hy					78	67
-1	u-amp-hy					18	6
-1	u-bup-hy					19	7
-1	u-bzd-hy					18	6
-1	u-coc-hy					18	6
-1	u-mtd-hy					18	6
-1	u-mor-hy					18	6
-1	u-oxy-o					284	163
-1	u-tml-hy					18	6
-1	u-thc-hy					18	6
-1	u-met-hy					18	6
-1	u-fyl-hy					18	6
3007463	u-buprect			Presence or Threshold		1837	239
-1	glomerulussuodatusnopeus,estimoitu,ckd-epi-tutkimuksenkaava					37	35
-1	oma-gluk	mmol/l				52	28
3029713	m-komp-1	g/l	g/l	Mass Concentration	1	1094	135
-1	globuliini	mg/l				482	153
-1	m-komp-1	mg/l				199	53
-1	b-cd34-fc	e6/l				143	53
-1	b-erytbl	u/100l				1291	501
-1	-albumiini,seerumi,elektroforeesifraktio(g/l)	g/l				750	206
-1	-alfa-1-globuliini,seerumi,elektroforeesifraktio	g/l				752	206
-1	-alfa-2-globuliini,seerumi,elektroforeesifraktio	g/l				753	206
-1	-beta-1-globuliini,seerumi,elektroforeesifraktio	g/l				754	206
-1	-beta-2-globuliini,seerumi,elektroforeesifraktio	g/l				754	206
-1	-gammaglobuliini,seerumi,elektroforeesifraktio	g/l				750	206
-1	-globuliinit,virtsa,elektroforeesifraktio(mg/l)	mg/l				53	34
-1	-albumiini,virtsa,elektroforeesifraktio(mg/l)	mg/l				53	34
-1	6641					24	24
-1	6668					24	24
-1	6699					24	24
-1	6706					24	24
-1	6711					24	24
-1	6715					24	24
-1	6717					24	24
-1	li-leukosyytit,liuskatumaiset					206	173
-1	li-leukosyytit,yksitumaiset					206	173
-1	li-laktaatti,päivystystutkimus	mmol/l				90	67
-1	li-amfiab					13	13
-1	li-mikrobinho					130	107
-1	li-escherichiacolik1nukl.haponos.					129	107
-1	li-haemophilusinfluenzaenukl.haponos.					119	99
-1	li-l.monocytogenesnukl.haponos.					129	107
-1	li-neisseriameningitidisnukl.haponos.					129	107
-1	li-streptococcusagalactiaenukl.haponos.					129	107
-1	li-streptococcuspneumoniaenukl.haponos.					129	107
-1	li-cytomegalovirusnukl.haponos.					129	107
-1	li-herpessimplex1,nukl.haponos.					129	107
-1	li-herpessimplex2,nukl.haponos.					129	107
-1	li-varicella-zosternukl.haponos.					129	107
-1	li-cryptococcusneoformans,nukl.haponos.					129	107
-1	li-enkefaliittienimmunologisettutkimukset,vasta-aineet					55	49
-1	li-paraneoplastistenneurologistensyndroomienimmunologisettutkimukset					22	21
-1	6642					66	61
-1	6669					66	61
-1	6684					12	11
-1	6698					66	61
-1	6700					66	61
-1	6707					67	62
-1	6710					67	62
-1	6712					68	63
-1	6716					66	61
-1	6718					66	61
-1	s-amfiab					37	36
-1	s-enkefaliittienimmunologisettutkimukset,vasta-aineet					69	60
-1	s-paraneoplastistenneurologistensyndroomienimmunologisettutkimukset					46	41
-1	s-glutamaattidekarboksylaasi65(gad65),vasta-aineet					23	21
-1	b-bakteeri,jatkotutkimus,nho					143	116
-1	b-staphylococcussp.					142	116
-1	b-staphylococcusepidermidis					143	117
-1	b-staphylococcuslugdunensis					143	117
-1	b-staphylococcusaureus					143	117
-1	b-meca/c-geeni					143	117
-1	b-meca/cjamrej					112	94
-1	b-enterococcusfaecalis					144	118
-1	b-vana/b-geeni					143	117
-1	b-streptococcussp.					144	118
-1	b-streptococcusagalactiae					144	118
-1	b-streptococcuspyogenes					144	118
-1	b-streptococcuspneumoniae					144	118
-1	b-klebsiellaoxytoca					106	89
-1	b-klebsiellapneumoniaegroup					106	89
-1	b-salmonellasp.					144	118
-1	b-serratiamarcescens					143	117
-1	b-pseudomonasaeruginosa					143	117
-1	b-stenotrophomonasmaltophilia					144	118
-1	b-neisseriameningitidis					144	118
-1	b-vim,karbapenemaasigeeni					144	118
-1	b-oxa-48,karbapenemaasigeeni					144	118
3025245	s-scl70-ab			Arbitrary Concentration		56	44
-1	50510					26	8
3036180	u-metadct			Presence or Threshold		363	123
-1	u-huumeseulonta,laaja(kvalitatiivinenlc-tof-ms)					146	67
-1	u-laajahuume-jalääkeainetutkimus					373	60
-1	u-amfetamiinijametamfetamiini,enantiomeerienerittely					119	10
-1	p-lupusantikoagulantti					219	195
-1	p-beeta-2-glykoproteiini,iggvasta-aine	u/ml				126	119
-1	p-kardiolipiini,iggvasta-aineet,plasmasta	u/ml				56	52
-1	p-trombiiniaika(huslab)	s				41	41
-1	p-tromboplastiiniaika,thrombotest(huslab)	%				40	40
-1	p-antitrombiiniiii(huslab)	%				34	34
-1	valvottuvirtsanäytteenotto					151	54
3049804	s-mpoabg	iu/ml	iu/ml	Arbitrary Concentration	1	1315	276
-1	s-anc-ab					29	29
-1	b-mifi					39	19
-1	vt-hbcab					168	164
-1	-vainajansäilytys					225	225
-1	keliakia					9	9
-1	p-homokysteiini,homokys	umol/l				14	10
-1	pt-kohrrs					73	65
-1	ghb-a1c					73	40
-1	crp-pika-oma					22	19
-1	vb-vekaas5,agapk	mmol/l				72	43
-1	vb-vekaas5,be(ecf)	mmol/l				74	44
-1	vb-vekaas5,ca++	mmol/l				74	44
3027273	vb-vekaas5,chco3	mmol/l	mmol/l	Substance Concentration	1	75	44
-1	vb-vekaas5,chgb	g/l				73	43
-1	vb-vekaas5,cl-	mmol/l				72	43
-1	vb-vekaas5,crea	umol/l				70	42
-1	vb-vekaas5,cso2	%				74	44
-1	vb-vekaas5,ctc02	mmol/l				73	43
-1	vb-vekaas5,glu	mmol/l				72	43
-1	vb-vekaas5,hct	l/l				73	43
-1	vb-vekaas5,k+	mmol/l				74	44
-1	vb-vekaas5,lac	mmol/l				72	43
-1	vb-vekaas5,na+	mmol/l				74	44
-1	vb-vekaas5,pco2	kpa				75	44
-1	vb-vekaas5,ph					76	44
-1	vb-vekaas5,po2	kpa				75	44
-1	pt-gluk-r6,osatutkimus4800					8	6
-1	c-reaktiivinenproteiini,pikatestioma					45	27
3019150	u-suhteellinentiheys	kg/l	kg/l	Relative Density	1	72	50
36660577	p-afxaedo	ng/ml	ng/ml	Mass Concentration	1	20	12
-1	s-d-vitamiini-oh	nmol/l				254	242
-1	plasmankalium(k)	mmol/l				2406	636
-1	verenvalkosolut	e9/l				2841	644
-1	pieniverenkuvajatrombosyytit(k)					2631	641
-1	plasmannatrium(k)	mmol/l				2417	635
-1	plasmankreatiniini(k)	umol/l				2427	634
-1	-hsv1nho					771	654
-1	-hsv2nho					769	653
-1	pu-bakaevi					65	60
-1	e-abo-spr					41	36
3029634	s-kardab	titre	titre	Titer	1	908	212
3019539	s-tpha	titre	titre	Titer	1	893	252
-1	fs-pak-3					754	568
-1	-ctjtnho					302	178
-1	bl-baktvi					303	269
-1	s-mi2ab-o					49	49
3007916	s-dnanab	titre	titre	Titer	1	46	31
-1	s-hydroksi-indolyyliasetaatti(5-)	nmol/l				71	37
-1	b-veriryhmä,vasta-aineet,tunnistus(nla-näytteet)					50	43
-1	verensopivuuskoe(vainlaboratorionkäyttöön)					268	188
-1	veriryhmä,tarkistus					267	188
-1	b-spr,vasta-ainetunnistus					72	25
-1	bakteeri,nukleiinihappo(kvant),ientasku					17	17
3014973	li-borabmv	au/ml	au/ml	Arbitrary Concentration	1	14	13
3010380	li-borabgv			Arbitrary Concentration		33	31
-1	-fossadouglas-näytteensolututkimus					34	34
-1	pt-nainenp					310	278
-1	b-tromto					141	126
-1	b-c/epi	s				139	122
-1	pt-bioptu1					31	31
3005719	immunoglobuliinig	g/l	g/l	Mass Concentration	1	81	77
-1	immunoglobuliinim	g/l				23	22
-1	glukoosinpikamittaus	1				351	171
-1	hemoglobiininpikamittaus	g/l				86	67
-1	b-perusverenkuvajaneutrofiilit,paikallisanalytiikka					131	118
-1	b-tvk	%				177	127
-1	s-igesiru					177	173
-1	pt-acth-ro					107	94
-1	punasolujenerittelylaskenta	%				41	32
-1	sk-sieni,viljely(pintasieniviljely,sisältäävärjäyksen)					340	281
-1	li-baktag					44	40
-1	li-sameuso					77	76
-1	li-sameuss					77	76
-1	li-väri-o					77	76
-1	li-väri-s					77	76
-1	p-vwfpaiv					19	11
-1	p-hyyerik					153	117
-1	-tb-lh					279	138
-1	ly-bsc-fc					118	111
-1	muut					110	91
-1	-eiaikaa					215	204
3019069	l-basobasofiilit	%	%	Number Fraction	1	84	65
3006504	l-eoseosinofiilit	%	%	Number Fraction	1	84	65
3002030	l-lylymfosyytit,absoluuttiset/tvk	%	%	Number Fraction	1	82	64
-1	l-monosmonosyytit,absoluuttiset/tvk	%				82	64
3018010	l-neutneutrofiilit,absoluuttiset/tvk	%	%	Number Fraction	1	82	64
-1	mittaustulos(mmol/l)					557	450
-1	pt-koveeg1					281	193
-1	b-perusverenkuva,leukos.kon.eritt.,tromb.jaretik.					121	87
-1	ts-colotk					160	155
-1	pt-elektroenkefalografia,tavallinen					10	10
-1	pt-passier					95	92
-1	ts-msipika					15	15
-1	s-kalae					21	21
-1	s-ruoat					217	217
3025966	s-persike	u/ml	u/ml	Arbitrary Concentration	1	42	41
3007456	s-appelse			Arbitrary Concentration		47	47
-1	s-omenae	u/ml				130	129
-1	-mygehe					181	157
-1	-mycoplasmagenitalium,nukleiinihappo(kval),refleksinäherkkyysmääritys					139	120
-1	seksivälitteisetmikrobit,nukleiinihappo(kval)					139	121
-1	mycoplasmahominis					81	71
-1	ureaplasmaparvum					81	71
-1	ureaplasmaurealyticum					81	71
-1	s-hepatiitticvirus,vasta-aineet					74	60
-1	hepatiittibvirus,ydinantigeeni,vasta-aineet,seerumista					29	26
-1	s-hepatiittiavirus,igmvasta-aineet(pyydäs-ha					9	9
-1	hepatiittiavirus,vasta-aineet,seerumista					31	30
3023150	s-mpoab	iu/ml		Arbitrary Concentration		267	69
-1	s-neutrofiiliensytoplasma-antigeeni,vasta-aineet					232	183
-1	s-anca,perinukleaarinenvärjäytymiskuvio	titre				8	8
